episode,mujoco_steps,brax_steps
0,1000,260
1,1000,99
2,1000,228
3,1000,401
4,1000,142
5,1000,30
6,1000,50
7,1000,641
8,1000,433
9,1000,25
10,1000,113
11,1000,116
12,1000,240
13,1000,246
14,136,65
15,189,20
16,133,77
17,148,58
18,64,32
19,409,34
20,138,27
21,1000,39
22,1000,97
23,33,74
24,691,34
25,1000,21
26,1000,49
27,1000,135
28,526,20
29,1000,38
30,1000,34
31,213,86
32,245,78
33,1000,94
34,111,76
35,1000,19
36,1000,50
37,1000,19
38,1000,24
39,15,9
40,1000,118
41,1000,47
42,1000,62
43,781,52
44,214,141
45,42,85
46,254,37
47,578,47
48,1000,17
49,404,43
50,149,49
51,1000,147
52,1000,41
53,1000,120
54,1000,93
55,385,145
56,1000,86
57,565,28
58,670,12
59,497,88
60,1000,16
61,1000,6
62,1000,26
63,1000,60
64,1000,16
65,280,121
66,176,43
67,1000,14
68,933,21
69,267,160
70,1000,11
71,179,35
72,556,80
73,1000,51
74,1000,80
75,1000,57
76,1000,180
77,1000,44
78,866,85
79,376,54
80,1000,17
81,1000,23
82,343,209
83,1000,101
84,245,18
85,94,97
86,724,29
87,1000,20
88,77,32
89,535,59
90,1000,40
91,86,19
92,1000,47
93,1000,173
94,509,107
95,45,191
96,108,14
97,1000,64
98,293,54
99,595,108
100,1000,120
101,1000,39
102,577,15
103,107,37
104,1000,93
105,1000,9
106,271,260
107,1000,50
108,288,63
109,193,141
110,123,39
111,1000,41
112,1000,117
113,1000,99
114,157,114
115,47,45
116,19,28
117,650,55
118,1000,177
119,1000,64
120,1000,210
121,1000,51
122,1000,83
123,1000,60
124,1000,81
125,1000,45
126,1000,82
127,652,23
128,1000,141
129,79,82
130,516,26
131,217,52
132,1000,65
133,1000,75
134,1000,285
135,1000,188
136,1000,51
137,1000,46
138,1000,112
139,404,354
140,1000,154
141,289,63
142,504,85
143,59,77
144,475,132
145,366,75
146,1000,22
147,1000,62
148,797,35
149,1000,131
150,93,200
151,1000,175
152,1000,58
153,330,164
154,134,232
155,338,253
156,954,61
157,136,100
158,1000,71
159,773,225
160,1000,72
161,394,152
162,1000,128
163,1000,43
164,95,42
165,91,69
166,86,37
167,1000,162
168,1000,96
169,1000,211
170,1000,106
171,1000,128
172,32,145
173,1000,361
174,1000,102
175,305,43
176,1000,89
177,1000,79
178,657,69
179,1000,96
180,798,78
181,451,33
182,1000,195
183,1000,59
184,1000,173
185,342,200
186,1000,39
187,1000,126
188,673,238
189,510,56
190,302,157
191,164,152
192,750,43
193,1000,230
194,90,24
195,1000,213
196,209,95
197,906,473
198,1000,633
199,1000,824
200,234,18
201,1000,76
202,291,114
203,1000,234
204,1000,86
205,1000,145
206,1000,17
207,1000,316
208,684,278
209,1000,207
210,1000,780
211,868,132
212,1000,44
213,808,36
214,442,388
215,1000,204
216,1000,549
217,191,472
218,107,105
219,1000,411
220,194,44
221,1000,145
222,189,73
223,1000,376
224,1000,730
225,1000,56
226,1000,27
227,1000,82
228,1000,591
229,611,106
230,1000,502
231,1000,244
232,1000,703
233,1000,470
234,57,82
235,354,280
236,1000,391
237,1000,86
238,1000,200
239,1000,833
240,407,87
241,1000,243
242,295,1000
243,1000,1000
244,1000,232
245,1000,207
246,550,74
247,1000,321
248,911,439
249,1000,69
250,1000,16
251,783,968
252,1000,1000
253,906,1000
254,1000,1000
255,1000,677
256,1000,622
257,1000,415
258,1000,906
259,1000,909
260,1000,139
261,513,703
262,1000,28
263,1000,1000
264,425,1000
265,681,1000
266,1000,220
267,1000,1000
268,1000,73
269,1000,128
270,1000,831
271,342,110
272,1000,1000
273,1000,1000
274,1000,324
275,138,1000
276,34,40
277,542,1000
278,1000,50
279,1000,22
280,943,104
281,1000,659
282,1000,177
283,1000,194
284,627,467
285,1000,719
286,1000,1000
287,241,19
288,44,529
289,752,892
290,1000,80
291,1000,1000
292,285,189
293,1000,112
294,1000,267
295,1000,271
296,179,164
297,1000,334
298,1000,207
299,1000,1000
300,591,554
301,1000,163
302,1000,1000
303,152,179
304,1000,638
305,1000,480
306,441,773
307,1000,606
308,44,845
