episode,mujoco_steps,brax_steps
0,1000,181
1,1000,25
2,1000,22
3,1000,231
4,1000,68
5,1000,128
6,1000,36
7,1000,293
8,1000,212
9,1000,68
10,1000,179
11,1000,27
12,1000,21
13,1000,69
14,1000,172
15,97,31
16,1000,70
17,1000,49
18,1000,16
19,1000,60
20,375,24
21,1000,9
22,1000,24
23,1000,48
24,1000,79
25,1000,13
26,1000,37
27,248,160
28,1000,107
29,36,115
30,1000,99
31,1000,134
32,1000,55
33,1000,31
34,28,10
35,1000,15
36,538,40
37,1000,58
38,1000,16
39,500,115
40,146,89
41,270,18
42,40,133
43,353,79
44,130,100
45,1000,29
46,1000,17
47,1000,67
48,228,99
49,716,114
50,274,78
51,1000,37
52,1000,33
53,454,30
54,237,180
55,232,22
56,1000,15
57,1000,27
58,1000,72
59,1000,45
60,1000,43
61,1000,36
62,639,57
63,34,19
64,1000,33
65,1000,110
66,1000,18
67,1000,49
68,204,36
69,416,108
70,1000,11
71,1000,17
72,1000,189
73,1000,127
74,1000,83
75,1000,60
76,1000,65
77,1000,14
78,1000,44
79,1000,53
80,621,48
81,1000,67
82,1000,26
83,634,38
84,1000,91
85,1000,105
86,132,34
87,303,107
88,196,100
89,32,64
90,505,32
91,1000,32
92,1000,63
93,1000,109
94,1000,175
95,1000,168
96,1000,211
97,1000,55
98,1000,52
99,1000,72
100,607,58
101,872,212
102,1000,82
103,1000,24
104,1000,48
105,1000,66
106,1000,219
107,1000,65
108,1000,284
109,805,86
110,1000,39
111,357,22
112,1000,609
113,1000,257
114,283,80
115,1000,160
116,1000,114
117,1000,95
118,1000,210
119,1000,184
120,506,15
121,1000,33
122,588,378
123,1000,213
124,193,239
125,1000,26
126,1000,143
127,1000,160
128,1000,208
129,1000,691
130,1000,363
131,1000,215
132,676,471
133,1000,31
134,1000,49
135,1000,312
136,1000,13
137,1000,16
138,1000,1000
139,212,15
140,1000,229
141,933,34
142,1000,131
143,1000,47
144,1000,1000
145,1000,102
146,1000,389
147,1000,8
148,874,241
149,1000,45
150,1000,19
151,1000,274
152,1000,71
153,1000,220
154,1000,144
155,156,935
156,551,250
157,1000,179
158,1000,66
159,140,675
160,1000,786
161,1000,688
162,1000,15
163,1000,62
164,1000,113
165,1000,1000
166,1000,94
167,82,479
168,1000,157
169,1000,338
170,1000,20
171,1000,87
172,1000,1000
173,1000,32
174,1000,67
175,177,750
176,1000,120
177,456,391
178,901,388
179,173,177
180,1000,647
181,1000,271
182,1000,454
183,1000,806
184,402,146
185,325,52
186,1000,273
187,1000,460
188,1000,362
189,1000,13
190,542,501
191,1000,385
192,1000,1000
193,1000,22
194,110,1000
195,1000,141
196,1000,417
197,1000,708
198,1000,1000
199,761,684
200,709,38
201,1000,61
202,1000,949
203,205,160
204,1000,745
205,661,361
206,1000,281
207,110,79
208,1000,86
209,328,492
210,1000,51
211,1000,70
212,526,302
213,1000,881
214,1000,58
215,9,786
216,203,26
217,610,835
218,1000,68
219,20,589
220,1000,389
221,1000,196
222,1000,268
223,1000,51
224,666,707
225,1000,1000
226,647,490
227,879,77
228,1000,622
229,460,209
230,1000,1000
231,814,1000
232,1000,236
233,1000,359
234,11,637
235,866,488
236,1000,261
237,602,17
238,1000,1000
239,766,124
240,1000,135
241,462,33
242,115,1000
243,14,261
244,115,441
245,943,166
246,317,60
247,196,14
248,1000,237
249,11,72
250,1000,411
251,603,336
252,600,1000
253,1000,36
254,1000,27
255,1000,1000
256,1000,135
257,1000,293
258,789,1000
259,1000,661
260,1000,362
261,181,43
262,536,73
263,898,404
264,1000,64
265,1000,1000
266,1000,229
267,1000,313
268,1000,251
269,1000,7
270,59,113
271,81,17
272,13,269
273,639,236
274,11,57
275,1000,119
276,303,1000
