episode,mujoco_duration,brax_duration
0,0.21557283401489258,5.3657004833221436
1,0.26128411293029785,0.5309023857116699
2,0.19979357719421387,0.026141643524169922
3,0.21739983558654785,0.016701221466064453
4,0.005969524383544922,0.017711400985717773
5,0.21941256523132324,0.06470680236816406
6,0.20718598365783691,0.03897452354431152
7,0.25382256507873535,0.06476330757141113
8,0.2037818431854248,0.02871847152709961
9,0.19974231719970703,0.006483316421508789
10,0.004244565963745117,0.05256247520446777
11,0.02323174476623535,0.05395197868347168
12,0.20310592651367188,0.008516073226928711
13,0.008617162704467773,0.009485244750976562
14,0.19693613052368164,0.051648616790771484
15,0.03261446952819824,0.07045865058898926
16,0.210679292678833,0.09282088279724121
17,0.24030017852783203,0.08952069282531738
18,0.23233604431152344,0.048226356506347656
19,0.19232749938964844,0.04059123992919922
20,0.2046983242034912,0.048395633697509766
21,0.009382486343383789,0.03502464294433594
22,0.01575303077697754,0.10060763359069824
23,0.21356844902038574,0.0209505558013916
24,0.003362417221069336,0.12465643882751465
25,0.20521020889282227,0.009114265441894531
26,0.18707799911499023,0.03408360481262207
27,0.19423842430114746,0.18696856498718262
28,0.1870126724243164,0.018671035766601562
29,0.21674275398254395,0.05847358703613281
30,0.20761680603027344,0.024560213088989258
31,0.21613526344299316,0.017189502716064453
32,0.2071857452392578,0.1041252613067627
33,0.22727298736572266,0.04332113265991211
34,0.20029163360595703,0.06168556213378906
35,0.1883068084716797,0.04235363006591797
36,0.0545957088470459,0.03656578063964844
37,0.21619939804077148,0.03450942039489746
38,0.007940292358398438,0.00953054428100586
39,0.0026900768280029297,0.01074838638305664
40,0.020517587661743164,0.01783013343811035
41,0.20576167106628418,0.047696590423583984
42,0.08796072006225586,0.012382984161376953
43,0.1990818977355957,0.036913156509399414
44,0.20739102363586426,0.07969784736633301
45,0.18932676315307617,0.01771378517150879
46,0.19790410995483398,0.022069931030273438
47,0.20288848876953125,0.04867267608642578
48,0.21551036834716797,0.01607990264892578
49,0.21234416961669922,0.016977310180664062
50,0.014484405517578125,0.031260013580322266
51,0.010243654251098633,0.0107574462890625
52,0.01508331298828125,0.022237777709960938
53,0.19501972198486328,0.09471511840820312
54,0.20379185676574707,0.028668642044067383
55,0.20752668380737305,0.021015644073486328
56,0.22314023971557617,0.11395454406738281
57,0.20954489707946777,0.014861822128295898
58,0.20774555206298828,0.034403324127197266
59,0.20846199989318848,0.13949346542358398
60,0.2051863670349121,0.01959371566772461
61,0.20519304275512695,0.07682991027832031
62,0.1981344223022461,0.04525256156921387
63,0.2044057846069336,0.012994766235351562
64,0.2042083740234375,0.03682422637939453
65,0.2115945816040039,0.04558897018432617
66,0.1923692226409912,0.15352177619934082
67,0.20470094680786133,0.057505130767822266
68,0.046074628829956055,0.05223798751831055
69,0.20635128021240234,0.05174970626831055
70,0.21583938598632812,0.038790225982666016
71,0.2122802734375,0.022986412048339844
72,0.2022871971130371,0.03173351287841797
73,0.031093835830688477,0.05992937088012695
74,0.2428605556488037,0.016042232513427734
75,0.036768436431884766,0.03460431098937988
76,0.2079176902770996,0.017924070358276367
77,0.01577019691467285,0.03133988380432129
78,0.20211243629455566,0.034060001373291016
79,0.1991417407989502,0.020514249801635742
80,0.08128118515014648,0.008979558944702148
81,0.20450162887573242,0.031228065490722656
82,0.20107316970825195,0.035878896713256836
83,0.22125554084777832,0.021114826202392578
84,0.07513809204101562,0.02764153480529785
85,0.019891977310180664,0.0228424072265625
86,0.013006925582885742,0.025229454040527344
87,0.20467114448547363,0.08526945114135742
88,0.02478170394897461,0.07113146781921387
89,0.2369081974029541,0.014119863510131836
90,0.21718096733093262,0.03446531295776367
91,0.19531917572021484,0.03121495246887207
92,0.19541263580322266,0.06809639930725098
93,0.21194672584533691,0.05577397346496582
94,0.1256711483001709,0.042931318283081055
95,0.061855316162109375,0.1587662696838379
96,0.20335602760314941,0.03320193290710449
97,0.18735766410827637,0.030846118927001953
98,0.018811702728271484,0.027327775955200195
99,0.21169328689575195,0.10239267349243164
100,0.2106304168701172,0.024980545043945312
101,0.21500349044799805,0.010983943939208984
102,0.2106916904449463,0.11864304542541504
103,0.2039933204650879,0.11390900611877441
104,0.1984996795654297,0.04324007034301758
105,0.19928503036499023,0.026039838790893555
106,0.21434497833251953,0.03568267822265625
107,0.19892477989196777,0.1266775131225586
108,0.19655132293701172,0.041214942932128906
109,0.06592583656311035,0.026807308197021484
110,0.08096599578857422,0.03120136260986328
111,0.03482198715209961,0.03788876533508301
112,0.21172714233398438,0.04065132141113281
113,0.2113354206085205,0.015841960906982422
114,0.26186537742614746,0.040723323822021484
115,0.2037653923034668,0.066619873046875
116,0.19846343994140625,0.0205233097076416
117,0.11497116088867188,0.07392477989196777
118,0.2029430866241455,0.04459953308105469
119,0.03147721290588379,0.11529183387756348
120,0.06763362884521484,0.04460549354553223
121,0.22554492950439453,0.11287641525268555
