episode,mujoco_steps,brax_steps
0,1000,182
1,1000,240
2,1000,199
3,1000,134
4,1000,448
5,1000,120
6,1000,530
7,1000,330
8,1000,123
9,1000,168
10,1000,192
11,1000,90
12,1000,280
13,746,36
14,92,35
15,1000,44
16,1000,64
17,1000,60
18,1000,16
19,1000,36
20,1000,90
21,1000,43
22,1000,222
23,1000,45
24,46,103
25,1000,11
26,1000,27
27,126,103
28,1000,42
29,1000,78
30,1000,43
31,1000,183
32,1000,10
33,35,137
34,221,63
35,1000,63
36,1000,116
37,1000,54
38,42,35
39,1000,102
40,1000,125
41,1000,83
42,1000,54
43,1000,24
44,37,101
45,1000,16
46,1000,11
47,647,42
48,144,171
49,1000,108
50,1000,47
51,94,80
52,1000,52
53,180,94
54,1000,47
55,69,54
56,1000,67
57,1000,37
58,1000,23
59,1000,20
60,130,167
61,56,16
62,164,17
63,1000,252
64,48,163
65,484,10
66,1000,52
67,1000,52
68,32,45
69,1000,15
70,129,34
71,1000,59
72,106,10
73,1000,10
74,318,123
75,1000,54
76,182,91
77,1000,111
78,109,64
79,1000,73
80,578,290
81,23,89
82,184,18
83,136,83
84,64,60
85,1000,13
86,1000,72
87,31,26
88,71,61
89,41,75
90,124,14
91,89,87
92,57,92
93,181,41
94,88,77
95,1000,77
96,1000,87
97,1000,143
98,1000,177
99,388,52
100,265,26
101,46,68
102,378,68
103,331,124
104,324,98
105,1000,102
106,440,184
107,232,201
108,490,51
109,1000,115
110,172,79
111,134,48
112,470,28
113,223,122
114,1000,51
115,1000,24
116,553,237
117,102,85
118,347,104
119,142,25
120,514,151
121,212,45
122,231,26
123,1000,137
124,157,192
125,91,13
126,332,78
127,1000,45
128,202,42
129,39,39
130,1000,16
131,172,52
132,856,42
133,774,21
134,982,126
135,147,86
136,117,26
137,1000,45
138,1000,77
139,439,290
140,629,22
141,395,22
142,127,71
143,698,33
144,24,27
145,1000,28
146,1000,35
147,1000,68
148,517,21
149,1000,23
150,1000,26
151,216,227
152,1000,11
153,1000,50
154,498,65
155,1000,27
156,53,72
157,1000,37
158,618,35
159,190,95
160,1000,42
161,1000,43
162,1000,37
163,181,40
164,586,40
165,1000,31
166,1000,91
167,1000,21
168,13,40
169,1000,50
170,1000,30
171,98,118
172,201,51
173,1000,38
174,789,26
175,1000,43
176,1000,139
177,193,43
178,1000,22
179,1000,11
180,49,40
181,1000,11
182,1000,18
183,1000,94
184,332,31
185,249,41
186,277,62
187,1000,15
188,178,52
189,1000,63
190,1000,34
191,11,14
192,1000,34
193,1000,29
194,1000,42
195,200,17
196,1000,26
197,31,26
198,1000,19
199,753,23
200,245,41
201,1000,43
202,11,60
203,219,40
204,1000,38
205,505,23
206,1000,41
207,242,27
208,1000,14
209,295,10
210,1000,11
211,1000,45
212,129,12
213,181,26
214,1000,21
215,68,24
216,1000,11
217,1000,11
218,1000,10
219,1000,44
220,1000,12
221,68,33
222,113,37
223,239,37
224,1000,58
225,23,12
226,1000,75
227,71,11
228,1000,50
229,567,28
230,1000,65
231,155,19
232,11,23
233,1000,33
234,1000,53
235,1000,24
236,152,20
237,1000,19
238,380,15
239,891,12
240,11,12
241,11,11
242,206,86
243,1000,35
244,1000,16
245,1000,58
246,1000,89
247,141,37
248,1000,80
249,1000,50
250,1000,17
251,1000,45
252,349,152
253,439,67
254,1000,53
255,1000,25
256,1000,40
257,1000,59
258,155,45
259,1000,10
260,764,37
261,1000,25
262,1000,68
263,1000,36
264,999,13
265,78,48
266,1000,14
267,76,45
268,120,19
269,275,66
270,153,50
271,1000,28
272,601,11
273,1000,50
274,1000,41
275,1000,65
276,313,27
277,270,14
278,1000,25
279,1000,28
280,382,77
281,1000,54
282,297,24
283,1000,70
284,1000,16
285,955,25
286,35,26
287,992,30
288,1000,53
289,1000,38
290,22,19
291,314,32
292,1000,72
293,66,41
294,1000,45
295,234,38
296,620,11
297,474,25
298,1000,62
299,27,21
300,1000,47
301,1000,59
302,1000,94
303,1000,8
304,99,53
305,86,9
306,1000,12
307,845,44
308,127,44
309,1000,31
310,56,11
311,1000,39
312,554,105
313,40,262
314,1000,40
315,723,113
316,14,10
317,82,21
318,55,95
319,1000,40
320,1000,24
321,1000,40
322,160,13
323,125,57
324,1000,76
325,351,11
326,706,102
327,1000,71
328,47,17
329,615,63
330,1000,82
331,152,63
332,1000,48
333,1000,32
334,1000,14
335,1000,54
336,142,13
337,140,172
338,1000,66
339,472,11
340,1000,24
341,519,61
342,948,12
343,1000,8
344,299,27
345,1000,170
346,1000,53
347,136,59
348,1000,11
349,1000,54
350,1000,101
351,794,29
352,1000,31
353,902,37
354,639,40
355,1000,13
356,218,89
357,1000,36
358,1000,46
359,436,94
360,971,32
361,92,73
362,1000,12
363,11,46
364,601,12
365,1000,43
366,1000,40
367,1000,50
368,957,113
369,1000,34
370,1000,101
371,1000,23
372,776,45
373,1000,53
374,1000,70
375,769,53
376,1000,61
377,557,46
378,1000,40
379,12,46
380,412,12
381,1000,31
382,793,14
383,156,133
384,1000,56
385,1000,21
386,1000,44
387,1000,12
388,1000,58
389,1000,77
390,1000,50
391,1000,37
392,948,60
393,1000,15
394,157,32
395,461,89
396,806,43
397,1000,98
398,226,28
399,199,34
400,1000,38
401,535,34
402,533,107
403,1000,38
404,1000,10
405,1000,54
406,1000,50
407,1000,13
408,1000,96
409,12,12
410,1000,19
411,396,10
412,1000,40
413,435,33
414,1000,88
415,1000,14
416,1000,29
417,1000,13
418,1000,13
419,1000,83
420,340,58
421,1000,112
422,1000,56
423,614,27
424,848,73
425,730,76
426,1000,18
427,1000,46
428,1000,13
429,519,40
430,1000,76
431,793,25
432,1000,18
433,1000,15
434,1000,47
435,541,11
436,236,16
437,762,39
438,584,106
439,1000,24
440,1000,13
441,1000,35
442,452,67
443,1000,152
444,1000,42
445,1000,17
446,1000,26
447,207,23
448,121,32
449,1000,43
450,1000,27
451,1000,86
452,1000,47
453,1000,25
454,1000,33
455,1000,63
456,1000,83
457,1000,72
458,1000,45
459,1000,21
460,364,34
461,1000,65
462,1000,13
463,262,38
464,403,14
465,1000,39
466,257,67
467,1000,31
468,530,55
469,175,26
470,1000,41
471,299,10
472,1000,105
473,1000,53
474,30,26
475,1000,27
476,1000,24
477,480,14
478,1000,33
479,1000,43
480,1000,11
481,1000,39
482,1000,16
483,1000,23
484,665,34
485,88,15
486,441,21
487,1000,38
488,1000,44
489,1000,114
490,1000,12
491,619,81
492,1000,66
493,415,12
494,1000,20
495,268,138
496,1000,24
497,1000,108
498,1000,37
499,1000,49
