episode,mujoco_steps,brax_steps
0,1000,304
1,1000,372
2,1000,16
3,1000,16
4,28,23
5,1000,82
6,1000,37
7,1000,75
8,1000,27
9,1000,6
10,19,71
11,134,81
12,1000,13
13,42,14
14,1000,78
15,132,74
16,1000,133
17,1000,86
18,1000,55
19,1000,56
20,1000,66
21,50,56
22,88,144
23,1000,26
24,16,175
25,1000,12
26,1000,46
27,1000,251
28,1000,25
29,1000,69
30,1000,34
31,1000,12
32,1000,150
33,1000,57
34,1000,88
35,1000,62
36,273,53
37,1000,46
38,45,15
39,15,15
40,103,27
41,1000,68
42,464,19
43,1000,54
44,1000,104
45,1000,18
46,1000,28
47,1000,72
48,1000,13
49,1000,22
50,72,23
51,58,16
52,79,32
53,1000,139
54,1000,36
55,1000,30
56,1000,148
57,1000,20
58,1000,50
59,1000,204
60,1000,18
61,1000,113
62,1000,72
63,1000,17
64,1000,45
65,1000,55
66,1000,227
67,1000,89
68,257,71
69,1000,69
70,1000,51
71,1000,29
72,1000,39
73,160,90
74,1000,21
75,190,46
76,1000,26
77,81,30
78,1000,51
79,1000,30
80,436,13
81,1000,38
82,1000,51
83,1000,28
84,414,35
85,105,32
86,68,37
87,1000,123
88,121,95
89,1000,20
90,1000,53
91,1000,47
92,1000,81
93,1000,78
94,657,45
95,333,234
96,1000,49
97,1000,43
98,95,41
99,1000,156
100,1000,26
101,1000,15
102,1000,144
103,1000,169
104,1000,50
105,1000,37
106,1000,52
107,1000,180
108,1000,48
109,343,25
110,398,49
111,171,56
112,1000,58
113,1000,23
114,1000,46
115,1000,97
116,1000,31
117,597,110
118,1000,57
119,173,149
120,340,67
121,1000,171
122,1000,194
123,437,85
124,1000,16
125,1000,129
126,610,38
127,397,29
128,174,48
129,1000,62
130,1000,108
131,1000,63
132,1000,40
133,759,127
134,328,29
135,285,16
136,1000,217
137,75,67
138,1000,102
139,1000,43
140,1000,170
141,83,99
142,166,42
143,1000,183
144,1000,128
145,475,58
146,1000,30
147,128,28
148,590,50
149,1000,96
150,1000,26
151,1000,299
152,312,31
153,1000,140
154,1000,66
155,1000,34
156,1000,84
157,265,204
158,1000,106
159,107,142
160,1000,18
161,1000,40
162,1000,35
163,132,122
164,145,93
165,1000,58
166,1000,51
167,1000,36
168,1000,228
169,1000,112
170,1000,47
171,1000,24
172,476,113
173,1000,147
174,1000,14
175,159,9
176,1000,53
177,1000,11
178,1000,156
179,1000,77
180,1000,15
181,217,18
182,528,31
183,514,44
184,1000,84
185,1000,62
186,54,114
187,1000,106
188,477,195
189,1000,131
190,1000,80
191,1000,74
192,1000,59
193,1000,173
194,1000,17
195,1000,73
196,67,27
197,268,141
198,84,114
199,1000,110
200,1000,56
201,101,63
202,1000,11
203,1000,126
204,96,80
205,532,26
206,1000,34
207,1000,85
208,34,71
209,478,74
210,1000,288
211,89,44
212,210,206
213,1000,153
214,28,46
215,1000,50
216,1000,57
217,1000,419
218,68,87
219,465,126
220,1000,53
221,1000,79
222,390,68
223,1000,120
224,439,136
225,1000,74
226,1000,130
227,116,48
228,1000,46
229,54,123
230,51,26
231,100,77
232,49,48
233,265,89
234,526,64
235,132,89
236,1000,54
237,280,206
238,319,16
239,1000,50
240,1000,123
241,1000,182
242,277,159
243,788,36
244,142,58
245,1000,298
246,335,332
247,481,132
248,140,84
249,1000,127
250,1000,81
251,718,105
252,1000,102
253,1000,20
254,464,91
255,242,13
256,1000,223
257,1000,471
258,535,18
259,348,125
260,532,15
261,1000,190
262,460,260
263,1000,71
264,481,255
265,304,67
266,1000,166
267,1000,57
268,257,89
269,286,40
270,1000,122
271,1000,114
272,1000,27
273,1000,128
274,1000,222
275,1000,59
276,1000,14
277,1000,58
278,47,74
279,1000,58
280,1000,224
281,344,72
282,147,133
283,700,42
284,1000,243
285,208,52
286,39,63
287,1000,60
288,1000,99
289,605,32
290,1000,52
291,157,80
292,971,63
293,1000,35
294,1000,227
295,1000,306
296,487,121
297,234,129
298,101,194
299,432,94
300,268,128
301,1000,173
302,1000,100
303,1000,162
304,285,37
305,1000,92
306,138,565
307,1000,80
308,316,158
309,621,167
310,1000,73
311,527,90
312,1000,153
313,1000,119
314,579,183
315,158,85
316,944,105
317,1000,25
318,1000,160
319,302,156
320,177,123
321,726,412
322,789,38
323,502,181
324,118,124
325,243,38
326,1000,184
327,1000,210
328,76,741
329,1000,70
330,420,590
331,1000,73
332,1000,87
333,1000,68
334,412,446
335,337,158
336,1000,78
337,193,110
338,256,62
339,790,43
340,1000,506
341,1000,70
342,1000,293
343,1000,282
344,1000,132
345,976,109
346,323,239
347,89,320
348,1000,27
349,375,191
350,1000,319
351,328,41
352,969,211
353,1000,33
354,467,87
355,1000,308
356,789,53
357,307,34
358,45,89
359,650,261
360,1000,21
361,1000,595
362,932,73
363,160,105
364,72,18
365,249,118
366,1000,142
367,241,52
368,1000,621
369,213,67
370,309,509
371,621,398
372,1000,232
373,1000,141
374,1000,346
375,1000,197
376,1000,32
377,1000,241
378,99,336
379,1000,336
380,1000,18
381,1000,87
382,282,179
383,1000,74
384,525,84
385,1000,481
386,1000,331
387,46,151
388,1000,52
389,1000,71
390,1000,324
391,1000,126
392,1000,36
393,838,49
394,788,452
395,1000,11
396,1000,62
397,282,641
398,424,59
399,1000,332
400,454,193
401,554,211
402,1000,62
403,1000,204
404,1000,82
405,1000,433
406,481,92
407,40,142
408,428,34
409,1000,71
410,553,58
411,868,105
412,900,196
413,1000,114
414,1000,294
415,122,63
416,1000,15
417,1000,349
418,1000,202
419,67,572
420,1000,109
421,137,161
422,19,287
423,137,126
424,546,537
425,1000,212
426,217,510
427,1000,43
428,1000,111
429,90,1000
430,31,123
431,102,672
432,32,489
433,111,766
434,64,737
435,1000,616
436,380,123
437,888,155
438,724,72
439,136,1000
440,21,217
441,788,804
442,17,801
443,241,615
444,82,160
445,423,9
446,919,27
447,284,352
448,402,296
449,1000,101
450,1000,1000
451,996,16
452,1000,682
453,32,481
454,173,233
455,743,1000
456,194,773
457,375,1000
458,294,303
459,1000,15
460,1000,1000
461,230,104
462,1000,1000
463,370,289
464,752,1000
465,537,1000
466,958,631
467,1000,1000
468,252,730
469,32,260
470,321,428
471,327,24
472,1000,210
473,239,683
474,183,1000
475,35,44
476,335,228
477,1000,293
478,1000,1000
479,19,622
480,1000,513
481,1000,12
482,1000,27
483,18,22
484,1000,153
485,44,664
486,435,458
487,384,1000
488,152,84
489,57,825
490,85,294
491,65,1000
492,793,180
493,1000,96
494,1000,129
495,491,70
496,1000,878
497,1000,1000
498,1000,1000
499,604,212
