episode,mujoco_duration,brax_duration
0,0.04154396057128906,5.169760227203369
1,0.03915238380432129,0.9053068161010742
2,0.04524946212768555,1.090728998184204
3,0.04378032684326172,1.0293781757354736
4,0.0448453426361084,1.0752511024475098
5,0.04842805862426758,1.1326344013214111
6,0.04554486274719238,1.0047988891601562
7,0.046042442321777344,1.047830581665039
8,0.05809164047241211,0.9247443675994873
9,0.0396122932434082,0.9118137359619141
10,0.041866302490234375,1.0069520473480225
11,0.034909725189208984,0.8877987861633301
12,0.03933882713317871,0.8833720684051514
13,0.04352736473083496,0.9179823398590088
14,0.042112112045288086,0.9990780353546143
15,0.04307055473327637,0.8848183155059814
16,0.03928661346435547,0.8974616527557373
17,0.04353213310241699,0.9768126010894775
18,0.03696775436401367,0.8842203617095947
19,0.04482007026672363,0.9472746849060059
20,0.039765357971191406,0.8872287273406982
21,0.07204365730285645,1.0176682472229004
22,0.04230046272277832,0.9402401447296143
23,0.04410147666931152,1.0312409400939941
24,0.03931856155395508,1.2262966632843018
25,0.04067850112915039,0.9351658821105957
26,0.04348492622375488,0.9489328861236572
27,0.0451202392578125,0.9407048225402832
28,0.040657997131347656,0.8860442638397217
29,0.04744553565979004,1.0617516040802002
30,0.04198646545410156,0.9096298217773438
31,0.04304194450378418,0.896165132522583
32,0.04668831825256348,1.0143539905548096
33,0.04253029823303223,0.9148483276367188
34,0.04002737998962402,0.974989652633667
35,0.04728055000305176,0.9720404148101807
36,0.03986668586730957,0.9123551845550537
37,0.04048752784729004,0.9397716522216797
38,0.038776397705078125,0.8874573707580566
39,0.04659438133239746,0.8882994651794434
40,0.04277610778808594,0.9916520118713379
41,0.04304623603820801,0.8695170879364014
42,0.043236494064331055,0.8780453205108643
43,0.03948974609375,0.9456202983856201
44,0.041528940200805664,0.8744552135467529
45,0.04495120048522949,0.9522750377655029
46,0.04193258285522461,0.8747296333312988
47,0.0433199405670166,0.8944909572601318
48,0.04412674903869629,0.954735279083252
49,0.041153907775878906,0.8639891147613525
50,0.042508602142333984,1.0026321411132812
51,0.042623281478881836,0.8865878582000732
52,0.042481184005737305,0.8846852779388428
53,0.0415339469909668,0.9769165515899658
54,0.041509151458740234,0.9619972705841064
55,0.04416847229003906,0.8860695362091064
56,0.04291582107543945,0.9020419120788574
57,0.036876678466796875,0.9994001388549805
58,0.037003517150878906,0.9304854869842529
59,0.0419771671295166,0.9841408729553223
60,0.039669036865234375,0.862102746963501
61,0.04401803016662598,1.0861456394195557
62,0.04216623306274414,0.8756699562072754
63,0.039766550064086914,0.9364888668060303
64,0.0412440299987793,0.909632682800293
65,0.03945493698120117,1.1324045658111572
66,0.04145336151123047,0.8713357448577881
67,0.04238247871398926,0.9207165241241455
68,0.03988146781921387,1.0942068099975586
69,0.04171299934387207,0.8901510238647461
70,0.042012691497802734,0.8951032161712646
71,0.0389094352722168,1.0318622589111328
72,0.04001307487487793,0.9957950115203857
73,0.03878331184387207,0.9721124172210693
74,0.04201626777648926,0.9242675304412842
75,0.03699088096618652,0.9178922176361084
76,0.04133033752441406,0.8533627986907959
77,0.040056467056274414,0.9600450992584229
78,0.04117226600646973,0.8403937816619873
79,0.03900575637817383,0.8968260288238525
80,0.04056882858276367,0.9106960296630859
81,0.04200935363769531,0.8665077686309814
82,0.036986351013183594,0.9743235111236572
83,0.04085874557495117,0.8897464275360107
84,0.04230380058288574,0.9104135036468506
85,0.043166399002075195,0.9877183437347412
86,0.03898215293884277,1.0517005920410156
87,0.03954291343688965,0.9608407020568848
88,0.042148590087890625,0.9640872478485107
89,0.04359006881713867,0.9229781627655029
90,0.04167437553405762,0.8665192127227783
91,0.04174208641052246,0.8958935737609863
92,0.04230928421020508,0.870248556137085
93,0.041629791259765625,0.8896710872650146
94,0.04295611381530762,0.9499609470367432
95,0.04002046585083008,0.9660663604736328
96,0.0408024787902832,0.8997757434844971
97,0.046705007553100586,1.0563485622406006
98,0.04122638702392578,0.8673851490020752
99,0.0383913516998291,0.9325962066650391
100,0.04131817817687988,0.9126312732696533
