episode,mujoco_steps,brax_steps
300,28,84
301,93,13
302,157,128
303,158,63
304,121,134
305,1000,30
306,1000,116
307,516,42
308,37,64
309,261,139
310,153,55
311,327,65
312,1000,81
313,576,18
314,230,28
315,351,80
316,1000,101
317,422,82
318,1000,33
319,195,54
320,1000,73
321,408,77
322,16,27
323,1000,23
324,100,26
325,1000,71
326,457,53
327,1000,51
328,1000,35
329,168,31
330,1000,32
331,1000,27
332,883,70
333,1000,55
334,128,82
335,194,59
336,1000,183
337,511,322
338,458,106
339,1000,42
340,1000,65
341,655,10
342,115,17
343,1000,32
344,1000,115
345,172,34
346,1000,118
347,1000,102
348,340,20
349,234,191
350,122,78
351,305,38
352,1000,89
353,1000,181
354,187,131
355,222,67
356,1000,25
357,113,100
358,47,37
359,142,85
360,141,75
361,193,56
362,343,50
363,151,25
364,1000,25
365,1000,134
366,173,102
367,1000,59
368,1000,21
369,172,42
370,398,148
371,1000,74
372,1000,100
373,156,46
374,1000,51
375,1000,51
376,80,22
377,1000,133
378,248,45
379,150,98
380,36,93
381,95,53
382,42,11
383,504,40
384,93,24
385,200,32
386,1000,30
387,1000,30
388,1000,33
389,252,37
390,108,148
391,1000,26
392,569,99
393,492,69
394,195,95
395,59,157
396,75,161
397,110,162
398,1000,74
399,446,44
400,1000,71
401,177,8
402,640,125
403,35,142
404,37,66
405,438,144
406,307,42
407,18,190
408,1000,71
409,620,120
410,367,21
411,1000,111
412,101,11
413,1000,48
414,1000,203
415,40,120
416,148,50
417,1000,160
418,1000,92
419,1000,87
420,1000,107
421,241,96
422,1000,204
423,235,113
424,1000,67
425,142,45
426,145,207
427,1000,72
428,754,48
429,839,211
430,336,15
431,1000,173
432,721,75
433,1000,29
434,1000,24
435,1000,185
436,1000,12
437,1000,71
438,614,83
439,309,79
440,160,31
441,637,31
442,153,80
443,297,88
444,124,269
445,1000,13
446,230,131
447,1000,14
448,1000,110
449,275,25
450,44,189
451,349,118
452,174,121
453,682,172
454,180,102
455,588,71
456,91,145
457,1000,141
458,1000,103
459,101,38
460,394,128
461,26,111
462,158,98
463,282,209
464,757,60
465,1000,105
466,38,86
467,61,274
468,46,85
469,1000,186
470,1000,268
471,402,156
472,254,102
473,1000,75
474,591,275
475,726,29
476,48,48
477,32,95
478,22,133
479,552,86
480,1000,261
481,233,53
482,1000,78
483,1000,77
484,651,44
485,1000,41
486,48,53
487,660,10
488,1000,333
489,278,64
490,1000,494
491,1000,152
492,193,27
493,101,129
494,517,146
495,717,76
496,170,138
497,40,123
498,43,194
499,1000,274
