episode,mujoco_steps,brax_steps
345,570,651
346,419,307
347,1000,13
348,296,438
349,300,66
350,1000,96
351,492,1000
352,608,1000
353,26,305
354,545,239
355,1000,134
356,1000,122
357,1000,642
358,1000,144
359,12,683
360,328,364
361,1000,1000
362,527,959
363,1000,544
364,1000,131
365,1000,433
366,140,597
367,1000,1000
368,406,381
369,234,268
370,118,532
371,720,1000
372,135,177
373,639,648
374,1000,77
375,1000,592
376,1000,230
377,533,166
378,135,1000
379,1000,93
380,1000,446
381,384,580
382,1000,701
383,1000,1000
384,862,1000
385,1000,991
386,716,60
387,1000,343
388,1000,67
389,1000,752
390,470,328
391,280,303
392,1000,170
393,1000,315
394,1000,137
395,632,349
396,1000,22
397,398,563
398,1000,145
399,1000,331
400,1000,26
401,1000,51
402,1000,73
403,23,290
404,1000,397
405,1000,159
406,1000,255
407,411,65
408,989,903
409,1000,241
410,1000,325
411,159,22
412,278,296
413,1000,81
414,239,69
415,574,181
416,1000,443
417,977,286
418,1000,118
419,554,640
420,1000,1000
421,1000,26
422,1000,633
423,1000,461
424,1000,272
425,85,133
426,878,469
427,482,140
428,1000,202
429,1000,62
430,183,1000
431,1000,46
432,1000,1000
433,1000,1000
434,1000,58
435,92,1000
436,1000,13
437,1000,1000
438,1000,107
439,1000,364
440,313,280
441,610,1000
442,12,66
443,1000,179
444,1000,16
445,1000,918
446,1000,61
447,1000,877
448,1000,260
449,1000,1000
450,689,594
451,1000,1000
452,1000,258
453,900,417
454,197,63
455,312,18
456,1000,115
457,776,240
458,1000,719
459,1000,1000
460,1000,215
461,1000,883
462,147,956
463,920,226
464,924,754
465,1000,160
466,587,700
467,392,241
468,880,312
469,1000,709
470,1000,768
471,101,17
472,1000,1000
473,644,253
474,549,243
475,1000,1000
476,1000,304
477,1000,386
478,1000,212
479,35,484
480,811,203
481,1000,309
482,1000,528
483,1000,656
484,1000,41
485,1000,217
486,1000,143
487,246,443
488,349,1000
489,45,248
490,217,371
491,527,650
492,1000,1000
493,1000,619
494,1000,377
495,1000,513
496,539,298
497,1000,311
498,436,267
499,140,154
