episode,mujoco_duration,brax_duration
0,0.19569897651672363,4.723935127258301
1,0.19180631637573242,0.4308295249938965
2,0.19472813606262207,0.020008325576782227
3,0.19107770919799805,0.28173375129699707
4,0.1933155059814453,0.01998591423034668
5,0.1929171085357666,0.17574214935302734
6,0.19318771362304688,0.11895990371704102
7,0.1953277587890625,0.09741067886352539
8,0.19267487525939941,0.3359668254852295
9,0.1909632682800293,0.1948544979095459
10,0.19410252571105957,0.6703362464904785
11,0.20213532447814941,0.06155562400817871
12,0.19283628463745117,0.08928894996643066
13,0.04152417182922363,0.03879427909851074
14,0.018979787826538086,0.013241767883300781
15,0.019333362579345703,0.03678750991821289
16,0.0876474380493164,0.05910754203796387
17,0.07556509971618652,0.021219968795776367
18,0.2086169719696045,0.06795763969421387
19,0.04917335510253906,0.039545536041259766
20,0.009926795959472656,0.013342142105102539
21,0.1302640438079834,0.008840799331665039
22,0.005987644195556641,0.032037973403930664
23,0.19657349586486816,0.026261329650878906
24,0.08060002326965332,0.06675004959106445
25,0.21296405792236328,0.016374826431274414
26,0.0358579158782959,0.0324094295501709
27,0.2407524585723877,0.023200273513793945
28,0.19681334495544434,0.08574080467224121
29,0.018039941787719727,0.08720660209655762
30,0.03307533264160156,0.024936199188232422
31,0.20743608474731445,0.05235457420349121
32,0.19788312911987305,0.05097794532775879
33,0.1997532844543457,0.02411365509033203
34,0.23748064041137695,0.02256178855895996
35,0.023956775665283203,0.055631160736083984
36,0.15919828414916992,0.01723933219909668
37,0.05089902877807617,0.01355600357055664
38,0.20324230194091797,0.008000850677490234
39,0.005396127700805664,0.016796350479125977
40,0.19682836532592773,0.03133368492126465
41,0.07435011863708496,0.03646397590637207
42,0.2106180191040039,0.060874223709106445
43,0.21956253051757812,0.01945662498474121
44,0.1116178035736084,0.04208803176879883
45,0.21278047561645508,0.005921840667724609
46,0.011143207550048828,0.04100537300109863
47,0.04222989082336426,0.05345344543457031
48,0.194166898727417,0.09813141822814941
49,0.01255941390991211,0.06428980827331543
50,0.1970047950744629,0.008061647415161133
51,0.1403205394744873,0.020823955535888672
52,0.22508740425109863,0.07779216766357422
53,0.19841933250427246,0.007656574249267578
54,0.19633722305297852,0.045270442962646484
55,0.010471343994140625,0.10303449630737305
56,0.22282004356384277,0.022182226181030273
57,0.03576946258544922,0.05825972557067871
58,0.0670771598815918,0.09283280372619629
59,0.21025586128234863,0.0708158016204834
60,0.22066831588745117,0.12324905395507812
61,0.2053067684173584,0.05804085731506348
62,0.04103231430053711,0.012683868408203125
63,0.19963431358337402,0.020552635192871094
64,0.07216453552246094,0.08263802528381348
65,0.01231837272644043,0.08006620407104492
66,0.2090134620666504,0.01721334457397461
67,0.2028496265411377,0.02461385726928711
68,0.20078611373901367,0.0482327938079834
69,0.21148443222045898,0.052855491638183594
70,0.21821188926696777,0.10920262336730957
71,0.2112259864807129,0.08942270278930664
72,0.20412230491638184,0.04072999954223633
73,0.19564199447631836,0.045479774475097656
74,0.19501304626464844,0.051749467849731445
75,0.1938612461090088,0.05270266532897949
76,0.07242488861083984,0.03120708465576172
77,0.18652558326721191,0.013296842575073242
78,0.09405207633972168,0.14157605171203613
79,0.04573416709899902,0.038091182708740234
80,0.04433846473693848,0.03157305717468262
81,0.19533920288085938,0.02705526351928711
82,0.20271778106689453,0.04085493087768555
83,0.1962447166442871,0.01177835464477539
84,0.21827912330627441,0.05505871772766113
85,0.00974273681640625,0.0249941349029541
86,0.05273771286010742,0.023650646209716797
87,0.05204653739929199,0.047182559967041016
88,0.22422051429748535,0.04327869415283203
89,0.05626988410949707,0.02196669578552246
90,0.19352078437805176,0.049855947494506836
91,0.14881634712219238,0.011575937271118164
92,0.08685684204101562,0.04185056686401367
93,0.0074994564056396484,0.10109925270080566
94,0.23694443702697754,0.0258791446685791
95,0.21973347663879395,0.023386240005493164
96,0.08851313591003418,0.1124422550201416
97,0.20858526229858398,0.016260862350463867
98,0.19940948486328125,0.15382695198059082
99,0.21558403968811035,0.09710192680358887
100,0.2073044776916504,0.044653892517089844
101,0.22132349014282227,0.052256107330322266
102,0.20788145065307617,0.013605594635009766
103,0.20624709129333496,0.02496480941772461
104,0.05117034912109375,0.08311247825622559
105,0.14823079109191895,0.020514249801635742
106,0.045069217681884766,0.06154966354370117
107,0.19852805137634277,0.05083775520324707
108,0.20561814308166504,0.023658037185668945
109,0.20323920249938965,0.024205684661865234
110,0.20184111595153809,0.06767988204956055
111,0.20221781730651855,0.07479119300842285
112,0.12065267562866211,0.016927242279052734
113,0.1691911220550537,0.01406097412109375
114,0.2076866626739502,0.0992591381072998
115,0.018675804138183594,0.014944076538085938
116,0.25224733352661133,0.019437313079833984
117,0.20442652702331543,0.05202198028564453
118,0.047760725021362305,0.10262894630432129
119,0.20046353340148926,0.051459550857543945
120,0.15139150619506836,0.0576472282409668
121,0.19812369346618652,0.05515122413635254
122,0.20096588134765625,0.027913808822631836
123,0.03473305702209473,0.018158912658691406
124,0.09797835350036621,0.05792570114135742
125,0.20705389976501465,0.022347450256347656
126,0.09146857261657715,0.024049758911132812
127,0.22125577926635742,0.06921148300170898
128,0.21052241325378418,0.08478331565856934
129,0.20137810707092285,0.02149367332458496
130,0.05715370178222656,0.17714738845825195
131,0.0859534740447998,0.03440403938293457
132,0.040292978286743164,0.052581787109375
133,0.19409918785095215,0.029021024703979492
134,0.19883370399475098,0.10872268676757812
135,0.1963353157043457,0.04123282432556152
136,0.20624423027038574,0.019223690032958984
137,0.20120692253112793,0.06094932556152344
138,0.19935369491577148,0.15352487564086914
139,0.2059776782989502,0.06406974792480469
140,0.12357401847839355,0.048009634017944336
141,0.20601701736450195,0.01171875
142,0.14970183372497559,0.13699913024902344
143,0.04239463806152344,0.03815102577209473
144,0.2034766674041748,0.10728263854980469
145,0.2005760669708252,0.08334589004516602
146,0.19863247871398926,0.06264805793762207
147,0.19967412948608398,0.06138944625854492
148,0.20014309883117676,0.10671734809875488
149,0.1962134838104248,0.04397010803222656
150,0.14319920539855957,0.3167543411254883
151,0.07267189025878906,0.056871891021728516
152,0.1902022361755371,0.04426932334899902
153,0.18384337425231934,0.07733511924743652
154,0.1425330638885498,0.018789052963256836
155,0.1951286792755127,0.10356712341308594
156,0.004838466644287109,0.030116796493530273
157,0.20207452774047852,0.1310722827911377
158,0.2071061134338379,0.03309512138366699
159,0.20911908149719238,0.024126052856445312
160,0.1887202262878418,0.08104133605957031
161,0.2023482322692871,0.012183904647827148
162,0.2010056972503662,0.06142234802246094
163,0.1741950511932373,0.025161027908325195
164,0.199660062789917,0.07879352569580078
165,0.06585431098937988,0.26802945137023926
166,0.20886015892028809,0.017749547958374023
167,0.19801950454711914,0.03130507469177246
168,0.16048049926757812,0.13528108596801758
169,0.1988658905029297,0.013587474822998047
170,0.012069940567016602,0.014756202697753906
171,0.19762063026428223,0.10378885269165039
172,0.2011573314666748,0.09994316101074219
173,0.09747076034545898,0.05139660835266113
174,0.20223498344421387,0.07880592346191406
175,0.20128846168518066,0.05540037155151367
176,0.16309404373168945,0.1276383399963379
177,0.21095681190490723,0.05413246154785156
178,0.21712732315063477,0.04347348213195801
179,0.21039700508117676,0.0727987289428711
180,0.20569396018981934,0.14722919464111328
181,0.20426511764526367,0.03358173370361328
182,0.20452094078063965,0.05008506774902344
183,0.20691418647766113,0.10422110557556152
184,0.20888543128967285,0.06374526023864746
185,0.20248675346374512,0.018056392669677734
186,0.21346521377563477,0.06465411186218262
187,0.20336389541625977,0.018064498901367188
188,0.06271886825561523,0.05273151397705078
189,0.20224595069885254,0.09222078323364258
190,0.20863986015319824,0.06325101852416992
191,0.2559535503387451,0.08684110641479492
192,0.18933725357055664,0.014580011367797852
193,0.20601153373718262,0.0911259651184082
194,0.21819758415222168,0.06467270851135254
195,0.20172429084777832,0.022573232650756836
196,0.20254898071289062,0.027299165725708008
197,0.1974954605102539,0.1448073387145996
198,0.20990657806396484,0.0562589168548584
199,0.19576120376586914,0.12426352500915527
200,0.22290778160095215,0.022281885147094727
201,0.22419190406799316,0.017045021057128906
202,0.12390923500061035,0.05589604377746582
203,0.1947648525238037,0.04008841514587402
204,0.1938467025756836,0.03257942199707031
