episode,mujoco_duration,brax_duration
0,0.042002201080322266,5.803454637527466
1,0.04080772399902344,0.9328231811523438
2,0.0399017333984375,0.882476806640625
3,0.040671348571777344,0.8572890758514404
4,0.0386500358581543,0.8805818557739258
5,0.04042220115661621,0.8532240390777588
6,0.044150352478027344,0.8560235500335693
7,0.041086673736572266,0.8610947132110596
8,0.04571223258972168,0.8880722522735596
9,0.04549765586853027,0.8173084259033203
10,0.048471927642822266,0.9278390407562256
11,0.047000885009765625,0.9549655914306641
12,0.04499363899230957,0.8528151512145996
13,0.04601287841796875,0.8577883243560791
14,0.04536247253417969,0.8909728527069092
15,0.049214839935302734,0.8540916442871094
16,0.04671645164489746,0.8539800643920898
17,0.05332136154174805,0.9151341915130615
18,0.048883914947509766,0.9644119739532471
19,0.05225944519042969,0.8863925933837891
20,0.04773235321044922,1.1508636474609375
21,0.044748544692993164,0.9131300449371338
22,0.046198368072509766,0.864619255065918
23,0.04528236389160156,0.9105730056762695
24,0.04622650146484375,0.8669514656066895
25,0.0494844913482666,0.8547627925872803
26,0.04872393608093262,0.872434139251709
27,0.04586482048034668,0.8818411827087402
28,0.04729652404785156,0.9151527881622314
29,0.04400038719177246,0.8874850273132324
30,0.04549765586853027,0.8438732624053955
31,0.0447084903717041,0.8395140171051025
32,0.047135353088378906,0.8507957458496094
33,0.04628157615661621,0.8473014831542969
34,0.04793667793273926,0.9136850833892822
35,0.04319405555725098,0.9668951034545898
36,0.04370450973510742,0.8571419715881348
37,0.045935869216918945,0.8788862228393555
38,0.0451359748840332,0.8409740924835205
39,0.04722166061401367,0.8820712566375732
40,0.047224998474121094,0.8292288780212402
41,0.0449066162109375,0.8457581996917725
42,0.04835844039916992,0.8864448070526123
43,0.04377865791320801,0.8615069389343262
44,0.046160221099853516,0.8410253524780273
45,0.04750370979309082,0.8796117305755615
46,0.04339337348937988,1.035512924194336
47,0.0449526309967041,0.9246203899383545
48,0.0442657470703125,0.8405911922454834
49,0.044895172119140625,0.8447220325469971
50,0.04324054718017578,0.8580954074859619
51,0.044352054595947266,0.8616461753845215
52,0.04551100730895996,0.8560900688171387
53,0.04398679733276367,0.8363614082336426
54,0.046478986740112305,0.8032214641571045
55,0.04227447509765625,0.8351948261260986
56,0.04372549057006836,0.9254722595214844
57,0.04837799072265625,0.8933501243591309
58,0.04549741744995117,0.8995919227600098
59,0.04560708999633789,0.8851325511932373
60,0.04369211196899414,0.9067122936248779
61,0.04362988471984863,0.8849189281463623
62,0.042792558670043945,0.8619022369384766
63,0.03902769088745117,0.8598055839538574
64,0.04172706604003906,0.8720860481262207
65,0.041441917419433594,0.8845655918121338
66,0.040755510330200195,0.8757743835449219
67,0.040770530700683594,0.9074835777282715
68,0.042772769927978516,0.8823487758636475
69,0.044985055923461914,0.8750228881835938
70,0.041413307189941406,0.8800592422485352
71,0.039449453353881836,0.8707380294799805
72,0.03985929489135742,0.9065425395965576
73,0.042644500732421875,0.859750509262085
74,0.041933298110961914,0.8704962730407715
75,0.0490412712097168,1.0696313381195068
76,0.04142951965332031,0.9353046417236328
77,0.041727542877197266,1.026775598526001
78,0.04023098945617676,0.9054853916168213
79,0.04167318344116211,0.8665459156036377
80,0.04308748245239258,0.890444278717041
81,0.04031538963317871,0.9019739627838135
82,0.040531158447265625,0.8798754215240479
83,0.041460514068603516,0.8744699954986572
84,0.040704965591430664,0.8498356342315674
85,0.04048347473144531,0.8529372215270996
86,0.04042863845825195,0.9131138324737549
87,0.039194583892822266,0.8500678539276123
88,0.040543317794799805,0.8551630973815918
89,0.040116071701049805,0.8468987941741943
90,0.03830146789550781,0.8429369926452637
91,0.04272127151489258,0.845386266708374
92,0.0397946834564209,0.8415224552154541
93,0.03997492790222168,0.8443958759307861
94,0.04068732261657715,0.8620877265930176
95,0.04035520553588867,0.8485252857208252
96,0.04013204574584961,0.8521366119384766
97,0.03696155548095703,0.8820493221282959
98,0.039908409118652344,0.8412363529205322
99,0.04015922546386719,0.8323044776916504
100,0.03963637351989746,0.8501989841461182
101,0.036920785903930664,0.760488748550415
102,0.03616523742675781,0.7869846820831299
103,0.03735756874084473,0.765587568283081
104,0.038809776306152344,0.8338453769683838
105,0.039511680603027344,0.9071528911590576
106,0.04045724868774414,0.9381020069122314
107,0.04039740562438965,1.0084447860717773
108,0.04005146026611328,0.8823211193084717
109,0.0377812385559082,0.9109938144683838
110,0.042562246322631836,0.9036602973937988
111,0.040007591247558594,0.9239895343780518
112,0.041257619857788086,0.9169392585754395
113,0.040218353271484375,0.9284365177154541
114,0.039922475814819336,0.9034452438354492
115,0.0418093204498291,0.895068883895874
116,0.03912854194641113,0.9077987670898438
117,0.03921341896057129,0.8949141502380371
118,0.03983736038208008,0.8929893970489502
119,0.03878426551818848,0.9096553325653076
120,0.044502973556518555,1.5416216850280762
121,0.04007983207702637,0.9291806221008301
122,0.04468512535095215,1.1009559631347656
123,0.038948774337768555,1.0358469486236572
124,0.03855729103088379,1.0545637607574463
125,0.039952754974365234,0.9501214027404785
126,0.040602922439575195,0.9177935123443604
127,0.041571855545043945,0.9509272575378418
128,0.04098391532897949,0.9393813610076904
129,0.03967714309692383,0.914421558380127
130,0.04014229774475098,0.9969491958618164
131,0.038440704345703125,0.9648241996765137
132,0.048122406005859375,0.9100954532623291
133,0.0406646728515625,0.9462542533874512
134,0.03988766670227051,0.925194263458252
135,0.03876495361328125,0.9111740589141846
136,0.039650917053222656,0.9232075214385986
137,0.03833198547363281,1.0066664218902588
138,0.04038047790527344,0.9114353656768799
