episode,mujoco_steps,brax_steps
0,1000,210
1,1000,157
2,1000,162
3,1000,254
4,1000,22
5,1000,304
6,1000,21
7,1000,265
8,1000,287
9,1000,150
10,1000,48
11,1000,79
12,1000,245
13,1000,133
14,454,37
15,31,12
16,40,34
17,148,11
18,110,41
19,242,17
20,308,11
21,49,15
22,233,18
23,58,31
24,1000,26
25,1000,38
26,1000,36
27,28,13
28,1000,70
29,542,93
30,877,182
31,1000,34
32,585,46
33,105,23
34,1000,16
35,1000,12
36,344,50
37,1000,9
38,1000,73
39,1000,97
40,1000,19
41,1000,14
42,646,49
43,1000,28
44,1000,55
45,287,16
46,1000,20
47,71,254
48,1000,38
49,1000,91
50,1000,92
51,384,21
52,1000,136
53,1000,88
54,1000,120
55,1000,39
56,818,31
57,611,42
58,482,183
59,1000,349
60,230,59
61,1000,59
62,1000,29
63,1000,16
64,1000,22
65,118,76
66,1000,19
67,1000,14
68,1000,61
69,483,40
70,1000,126
71,1000,17
72,1000,136
73,1000,17
74,1000,71
75,1000,114
76,1000,21
77,1000,280
78,1000,54
79,1000,159
80,1000,208
81,1000,110
82,1000,47
83,1000,101
84,1000,56
85,1000,78
86,296,35
87,1000,136
88,1000,24
89,1000,34
90,1000,111
91,1000,126
92,1000,352
93,826,44
94,1000,46
95,956,46
96,1000,171
97,468,43
98,1000,94
99,1000,36
100,1000,17
101,1000,165
102,1000,98
103,1000,56
104,1000,265
105,1000,98
106,1000,93
107,1000,20
108,1000,55
109,600,26
110,1000,169
111,88,84
112,1000,25
113,245,96
114,1000,576
115,1000,13
116,328,151
117,862,211
118,1000,233
119,1000,53
120,1000,82
121,799,67
122,1000,69
123,1000,100
124,1000,215
125,1000,189
126,1000,141
127,1000,383
128,1000,71
129,1000,102
130,1000,51
131,840,31
132,1000,61
133,100,36
134,549,92
135,872,159
136,1000,94
137,1000,13
138,124,258
139,479,36
140,1000,71
141,810,48
142,30,16
143,484,108
144,1000,124
145,498,252
146,1000,161
147,1000,28
148,308,354
149,1000,31
150,1000,25
151,716,74
152,1000,301
153,1000,41
154,54,220
155,117,135
156,1000,74
157,1000,441
158,1000,264
159,1000,14
160,1000,194
161,1000,99
162,176,42
163,646,90
164,195,55
165,1000,266
166,145,34
167,207,218
168,1000,131
169,1000,194
170,1000,244
171,213,98
172,341,68
173,1000,54
174,606,342
175,1000,147
176,1000,32
177,35,60
178,87,177
179,527,37
180,1000,25
181,231,67
182,1000,131
183,58,65
184,1000,96
185,294,87
186,1000,109
187,67,175
188,1000,29
189,73,46
190,1000,189
191,1000,117
192,559,35
193,424,154
194,363,83
195,1000,129
196,1000,176
197,93,126
198,1000,87
199,515,21
200,676,20
201,1000,131
202,1000,153
203,83,109
204,1000,33
205,555,205
206,1000,122
207,1000,428
208,1000,157
209,262,216
210,1000,82
211,1000,101
212,1000,35
213,1000,188
214,1000,256
215,1000,282
216,1000,75
217,543,126
218,1000,513
219,1000,51
220,961,201
221,1000,96
222,1000,167
223,285,81
224,42,23
225,107,539
226,1000,27
227,94,49
228,1000,201
229,862,15
230,1000,338
231,1000,285
232,110,125
233,1000,191
234,1000,130
235,1000,277
236,131,21
237,860,70
238,1000,188
239,700,24
240,1000,93
241,1000,50
242,260,26
243,713,287
244,511,184
245,806,330
246,58,109
247,1000,49
248,1000,186
249,140,76
250,1000,15
251,50,364
252,58,61
253,85,277
254,228,149
255,59,206
256,1000,68
257,109,91
258,1000,45
259,198,155
260,443,30
261,107,106
262,918,97
263,729,143
264,1000,206
265,333,401
266,167,1000
267,1000,197
268,1000,209
269,1000,165
270,449,110
271,199,131
272,1000,400
273,1000,23
274,341,39
275,382,94
276,1000,87
277,1000,108
278,191,157
279,149,38
280,1000,495
281,91,332
282,104,214
283,1000,367
284,1000,66
285,1000,589
286,1000,101
287,154,269
288,1000,216
289,1000,65
290,1000,566
291,1000,644
292,685,387
293,1000,37
294,1000,21
295,314,12
296,174,226
297,544,428
298,1000,62
299,216,125
300,1000,121
301,1000,107
302,872,116
303,1000,134
304,276,949
305,1000,135
306,1000,483
307,70,60
308,747,79
309,1000,238
310,1000,555
311,257,54
312,1000,189
313,1000,21
314,1000,66
315,937,62
316,640,134
317,1000,247
318,1000,12
319,46,721
320,207,137
321,1000,718
322,41,189
323,916,518
324,1000,438
325,1000,159
326,1000,418
327,492,1000
328,331,106
329,1000,18
330,504,122
331,249,478
332,594,17
333,1000,1000
334,1000,291
335,1000,146
336,241,327
337,1000,333
338,609,138
339,1000,56
340,215,279
341,191,254
342,81,197
343,1000,1000
344,366,1000
345,161,511
346,1000,402
347,1000,1000
348,341,120
349,120,74
350,778,198
351,59,861
352,1000,1000
353,354,345
354,496,484
355,816,846
356,1000,54
357,1000,13
358,1000,417
359,1000,742
360,1000,26
361,1000,275
362,582,76
363,234,356
364,1000,1000
365,250,196
366,145,879
367,1000,63
368,1000,1000
369,971,61
370,1000,141
371,76,164
372,1000,362
373,1000,723
374,1000,1000
375,114,1000
376,157,158
377,1000,191
378,1000,103
379,1000,338
380,1000,1000
381,1000,192
382,1000,550
383,1000,342
384,1000,824
385,1000,1000
386,1000,1000
387,75,377
388,1000,42
389,597,139
390,165,249
391,731,1000
392,971,144
393,1000,357
394,1000,1000
395,280,826
396,1000,437
397,402,11
398,1000,539
399,1000,85
400,834,156
401,1000,1000
402,1000,568
403,348,184
404,1000,1000
405,1000,1000
406,1000,215
407,1000,462
408,594,89
409,1000,1000
410,1000,128
411,1000,832
412,1000,313
413,1000,224
414,1000,451
415,351,1000
416,388,902
417,1000,1000
418,1000,198
419,1000,1000
420,334,1000
421,1000,623
422,1000,154
423,1000,1000
424,105,58
425,55,215
426,1000,518
427,1000,18
428,1000,415
429,1000,270
430,1000,586
431,1000,40
432,1000,1000
433,212,284
434,1000,228
435,596,1000
436,180,141
437,1000,627
438,1000,314
439,1000,137
440,230,1000
441,1000,1000
442,1000,45
443,351,921
444,1000,448
445,1000,1000
446,1000,807
447,1000,55
448,43,139
449,51,1000
450,1000,179
451,577,97
452,1000,1000
453,1000,466
454,676,892
455,1000,818
456,1000,198
457,238,155
458,42,432
459,690,103
460,145,771
461,1000,1000
462,185,715
463,1000,282
464,180,1000
465,222,19
466,615,1000
467,101,1000
468,103,833
469,389,624
470,1000,494
471,619,165
472,1000,1000
473,1000,1000
474,225,349
475,438,35
476,93,1000
477,1000,393
478,521,409
479,1000,1000
480,51,121
481,240,1000
482,323,72
483,1000,105
484,513,124
485,86,621
486,1000,213
487,1000,98
488,228,521
489,1000,1000
490,72,137
491,1000,269
492,534,1000
493,1000,749
494,1000,661
495,1000,51
496,191,759
497,1000,1000
498,230,737
499,449,418
