step,mujoco_step_times,brax_step_times
0,0.0004990100860595703,0.0072062015533447266
1,0.00017404556274414062,0.0026111602783203125
2,0.00015592575073242188,0.0013670921325683594
3,0.00016617774963378906,0.0012221336364746094
4,0.00020503997802734375,0.001371145248413086
5,0.00022101402282714844,0.0008530616760253906
6,0.00023436546325683594,0.0008149147033691406
7,0.0001800060272216797,0.0008580684661865234
8,0.0001628398895263672,0.0008151531219482422
9,0.00016427040100097656,0.0006611347198486328
10,0.00015306472778320312,0.0007610321044921875
11,0.00017118453979492188,0.0007901191711425781
12,0.0001780986785888672,
13,0.0001811981201171875,
14,0.00020313262939453125,
15,0.00017690658569335938,
16,0.0001270771026611328,
17,0.00014209747314453125,
18,0.00017380714416503906,
19,0.0001621246337890625,
20,0.0001609325408935547,
21,0.0002789497375488281,
22,0.0002262592315673828,
23,0.0002079010009765625,
24,0.00023794174194335938,
25,0.0001881122589111328,
26,0.00015592575073242188,
27,0.00015592575073242188,
28,0.0001609325408935547,
29,0.00015997886657714844,
30,0.00017714500427246094,
31,0.0001690387725830078,
32,0.00016999244689941406,
33,0.0002009868621826172,
34,0.00018286705017089844,
35,0.0002522468566894531,
36,0.00021004676818847656,
37,0.00011706352233886719,
38,0.0001380443572998047,
39,0.00017118453979492188,
40,0.00018715858459472656,
41,0.0001819133758544922,
42,0.00020599365234375,
43,0.0002129077911376953,
44,0.00017070770263671875,
45,0.00019288063049316406,
46,0.0001819133758544922,
47,0.00015592575073242188,
48,0.00015497207641601562,
49,0.00015497207641601562,
50,0.0003299713134765625,
51,0.0002071857452392578,
52,0.0001888275146484375,
53,0.00020623207092285156,
54,0.00017309188842773438,
55,0.00029587745666503906,
56,0.000225067138671875,
57,0.0001811981201171875,
58,0.0001652240753173828,
59,0.0001709461212158203,
60,0.00017523765563964844,
61,0.00026226043701171875,
62,0.0005099773406982422,
63,0.00023984909057617188,
64,0.00028586387634277344,
65,0.00023818016052246094,
66,0.0005259513854980469,
67,0.00024318695068359375,
68,0.00018477439880371094,
69,0.0001621246337890625,
70,0.0001628398895263672,
71,0.00016689300537109375,
72,0.00021219253540039062,
73,0.00017690658569335938,
74,0.0001761913299560547,
75,0.0002751350402832031,
76,0.00021314620971679688,
77,0.00018310546875,
78,0.000946044921875,
79,0.000698089599609375,
80,0.00027489662170410156,
81,0.00018095970153808594,
82,0.00020813941955566406,
83,0.00018095970153808594,
84,0.00018405914306640625,
85,0.00017881393432617188,
86,0.00018835067749023438,
87,0.00016808509826660156,
88,0.0001728534698486328,
89,0.00018095970153808594,
90,0.00024008750915527344,
91,0.0001709461212158203,
92,0.00016999244689941406,
93,0.0006191730499267578,
94,0.00020194053649902344,
95,0.0001938343048095703,
96,0.0001709461212158203,
97,0.00028586387634277344,
98,0.00020933151245117188,
99,0.00019121170043945312,
100,0.0001361370086669922,
101,0.0001938343048095703,
102,0.00025391578674316406,
103,0.0002129077911376953,
104,0.00019884109497070312,
105,0.0002040863037109375,
106,0.00019812583923339844,
107,0.0001800060272216797,
108,0.0001957416534423828,
109,0.00020503997802734375,
110,0.0002541542053222656,
111,0.00024390220642089844,
112,0.00018095970153808594,
113,0.00017905235290527344,
114,0.00017714500427246094,
115,0.00017404556274414062,
116,0.0001971721649169922,
117,0.00018310546875,
118,0.00028014183044433594,
119,0.00021195411682128906,
120,0.0001647472381591797,
121,0.00020503997802734375,
122,0.00017189979553222656,
123,0.0001690387725830078,
124,0.00015807151794433594,
125,0.0001747608184814453,
126,0.0001678466796875,
127,0.0001659393310546875,
128,0.0001780986785888672,
129,0.00016307830810546875,
130,0.00018095970153808594,
131,0.00015783309936523438,
132,0.00015616416931152344,
133,0.0001857280731201172,
134,0.00021076202392578125,
135,0.00017309188842773438,
136,0.00016307830810546875,
137,0.00015997886657714844,
138,0.00018286705017089844,
139,0.00015878677368164062,
140,0.0001800060272216797,
141,0.00016880035400390625,
142,0.00018405914306640625,
143,0.00018310546875,
144,0.0001652240753173828,
145,0.00020813941955566406,
146,0.00017404556274414062,
147,0.00015091896057128906,
148,0.00016570091247558594,
149,0.00015401840209960938,
150,0.00023603439331054688,
151,0.00019097328186035156,
152,0.00016808509826660156,
153,0.0001780986785888672,
154,0.00017905235290527344,
155,0.00015783309936523438,
156,0.00017690658569335938,
157,0.00016999244689941406,
158,0.00021719932556152344,
159,0.0001957416534423828,
160,0.00017404556274414062,
161,0.0001659393310546875,
162,0.0001819133758544922,
163,0.00020694732666015625,
164,0.0001780986785888672,
165,0.0001690387725830078,
166,0.00015592575073242188,
167,0.000186920166015625,
168,0.0006849765777587891,
169,0.00025081634521484375,
170,0.00021791458129882812,
171,0.00017571449279785156,
172,0.00017714500427246094,
173,0.0001678466796875,
174,0.00017690658569335938,
175,0.00016808509826660156,
176,0.00018095970153808594,
177,0.00017380714416503906,
178,0.00015473365783691406,
179,0.00019097328186035156,
180,0.0002238750457763672,
181,0.00017309188842773438,
182,0.00020694732666015625,
183,0.00016498565673828125,
184,0.00016689300537109375,
185,0.00028204917907714844,
186,0.0003268718719482422,
187,0.0006170272827148438,
188,0.00024199485778808594,
189,0.00017213821411132812,
190,0.0002090930938720703,
191,0.0002257823944091797,
192,0.0001780986785888672,
193,0.00016307830810546875,
194,0.00013494491577148438,
195,0.0001678466796875,
196,0.0001747608184814453,
197,0.0001811981201171875,
198,0.00019598007202148438,
199,0.00017595291137695312,
200,0.00017404556274414062,
201,0.0001800060272216797,
202,0.00018596649169921875,
203,0.00017905235290527344,
204,0.00023698806762695312,
205,0.00022602081298828125,
206,0.0001990795135498047,
207,0.0001919269561767578,
208,0.0001533031463623047,
209,0.00016832351684570312,
210,0.00018715858459472656,
211,0.00019216537475585938,
212,0.00016307830810546875,
213,0.00020074844360351562,
214,0.0001938343048095703,
215,0.00020623207092285156,
216,0.00020503997802734375,
217,0.00018787384033203125,
218,0.00015807151794433594,
219,0.0001862049102783203,
220,0.00018525123596191406,
221,0.00017690658569335938,
222,0.00017786026000976562,
223,0.0001671314239501953,
224,0.00017309188842773438,
225,0.00022101402282714844,
226,0.0001850128173828125,
227,0.00018715858459472656,
228,0.00021195411682128906,
229,0.0001952648162841797,
230,0.0002040863037109375,
231,0.00018906593322753906,
232,0.00020813941955566406,
233,0.00016927719116210938,
234,0.00018596649169921875,
235,0.0001888275146484375,
236,0.0002758502960205078,
237,0.00019693374633789062,
238,0.00019788742065429688,
239,0.0004589557647705078,
240,0.0003840923309326172,
241,0.00017833709716796875,
242,0.0001552104949951172,
243,0.00017786026000976562,
244,0.00015687942504882812,
245,0.00019025802612304688,
246,0.0001957416534423828,
247,0.00016880035400390625,
248,0.00017213821411132812,
249,0.00020194053649902344,
250,0.00019097328186035156,
251,0.00019812583923339844,
252,0.00021314620971679688,
253,0.0001590251922607422,
254,0.00016999244689941406,
255,0.0001811981201171875,
256,0.0001678466796875,
257,0.00017189979553222656,
258,0.00016999244689941406,
259,0.00017571449279785156,
260,0.00020194053649902344,
261,0.00019502639770507812,
262,0.0001938343048095703,
263,0.00018358230590820312,
264,0.00016880035400390625,
265,0.00017499923706054688,
266,0.00015616416931152344,
267,0.00018596649169921875,
268,0.00018286705017089844,
269,0.0002009868621826172,
270,0.00017571449279785156,
271,0.00016570091247558594,
272,0.0001690387725830078,
273,0.0001552104949951172,
274,0.00015616416931152344,
275,0.00018596649169921875,
276,0.00018095970153808594,
277,0.00015997886657714844,
278,0.00014781951904296875,
279,0.00022411346435546875,
280,0.0001862049102783203,
281,0.0005328655242919922,
282,0.00024390220642089844,
283,0.0002090930938720703,
284,0.00017786026000976562,
285,0.00016999244689941406,
286,0.0001881122589111328,
287,0.0002009868621826172,
288,0.00016021728515625,
289,0.0001800060272216797,
290,0.00018596649169921875,
291,0.0002181529998779297,
292,0.00022292137145996094,
293,0.00019216537475585938,
294,0.0002002716064453125,
295,0.00016689300537109375,
296,0.0001819133758544922,
297,0.00017714500427246094,
298,0.00017833709716796875,
299,0.0001690387725830078,
300,0.00017881393432617188,
301,0.00017690658569335938,
302,0.00019502639770507812,
303,0.00016880035400390625,
304,0.00018978118896484375,
305,0.0002338886260986328,
306,0.00019598007202148438,
307,0.0001850128173828125,
308,0.0001621246337890625,
309,0.00020194053649902344,
310,0.00015592575073242188,
311,0.00016379356384277344,
312,0.00014901161193847656,
313,0.00016117095947265625,
314,0.00016427040100097656,
315,0.00017786026000976562,
316,0.0001819133758544922,
317,0.00019502639770507812,
318,0.0001800060272216797,
319,0.000171661376953125,
320,0.0001671314239501953,
321,0.00015807151794433594,
322,0.0001270771026611328,
323,0.00013208389282226562,
324,0.00023984909057617188,
325,0.0002071857452392578,
326,0.00019669532775878906,
327,0.00019693374633789062,
328,0.00019407272338867188,
329,0.00019788742065429688,
330,0.0001800060272216797,
331,0.00016188621520996094,
332,0.00016999244689941406,
333,0.00015401840209960938,
334,0.00016307830810546875,
335,0.00018525123596191406,
336,0.0001583099365234375,
337,0.000179290771484375,
338,0.0001971721649169922,
339,0.0001690387725830078,
340,0.00019097328186035156,
341,0.00019097328186035156,
342,0.0002048015594482422,
343,0.00015282630920410156,
344,0.00011801719665527344,
345,0.00014519691467285156,
346,0.00016999244689941406,
347,0.0001468658447265625,
348,0.00014591217041015625,
349,0.00016188621520996094,
350,0.00016307830810546875,
351,0.0001518726348876953,
352,0.0002269744873046875,
353,0.000244140625,
354,0.00020194053649902344,
355,0.00018715858459472656,
356,0.0001709461212158203,
357,0.00019311904907226562,
358,0.00020384788513183594,
359,0.00015783309936523438,
360,0.0001590251922607422,
361,0.00017309188842773438,
362,0.00017404556274414062,
363,0.00019693374633789062,
364,0.0001900196075439453,
365,0.00015115737915039062,
366,0.00015473365783691406,
367,0.00016617774963378906,
368,0.00018405914306640625,
369,0.00018525123596191406,
370,0.0001659393310546875,
371,0.00015616416931152344,
372,0.00017189979553222656,
373,0.00022792816162109375,
374,0.0001709461212158203,
375,0.00015282630920410156,
376,0.00014472007751464844,
377,0.00015783309936523438,
378,0.00019097328186035156,
379,0.0001671314239501953,
380,0.0001800060272216797,
381,0.00018215179443359375,
382,0.00019097328186035156,
383,0.0001900196075439453,
384,0.0001819133758544922,
385,0.00017571449279785156,
386,0.0001621246337890625,
387,0.00018262863159179688,
388,0.00018787384033203125,
389,0.0001761913299560547,
390,0.0001747608184814453,
391,0.00018310546875,
392,0.00022029876708984375,
393,0.00017714500427246094,
394,0.00017905235290527344,
395,0.00019812583923339844,
396,0.00017976760864257812,
397,0.0001647472381591797,
398,0.0001652240753173828,
399,0.00018787384033203125,
400,0.00015997886657714844,
401,0.00014901161193847656,
402,0.0001621246337890625,
403,0.0001857280731201172,
404,0.00016689300537109375,
405,0.00015497207641601562,
406,0.00022912025451660156,
407,0.00018405914306640625,
408,0.00018906593322753906,
409,0.000186920166015625,
410,0.00018405914306640625,
411,0.00017380714416503906,
412,0.00018787384033203125,
413,0.00015115737915039062,
414,0.0001590251922607422,
415,0.0002040863037109375,
416,0.00020575523376464844,
417,0.0001900196075439453,
418,0.00035309791564941406,
419,0.0005559921264648438,
420,0.00039076805114746094,
421,0.00023174285888671875,
422,0.00022101402282714844,
423,0.0002639293670654297,
424,0.0001938343048095703,
425,0.00022292137145996094,
426,0.00019478797912597656,
427,0.0001709461212158203,
428,0.00015997886657714844,
429,0.0001628398895263672,
430,0.0001621246337890625,
431,0.00016808509826660156,
432,0.00018215179443359375,
433,0.00019407272338867188,
434,0.00019979476928710938,
435,0.00021219253540039062,
436,0.00018668174743652344,
437,0.00016927719116210938,
438,0.00017261505126953125,
439,0.00014781951904296875,
440,0.00016117095947265625,
441,0.0002930164337158203,
442,0.000244140625,
443,0.0002219676971435547,
444,0.00026798248291015625,
445,0.0002601146697998047,
446,0.00021386146545410156,
447,0.0002002716064453125,
448,0.00021409988403320312,
449,0.00017309188842773438,
450,0.0001819133758544922,
451,0.00016117095947265625,
452,0.00016498565673828125,
453,0.0001850128173828125,
454,0.0001609325408935547,
455,0.00016570091247558594,
456,0.00014591217041015625,
457,0.00017905235290527344,
458,0.00020599365234375,
459,0.000186920166015625,
460,0.00016307830810546875,
461,0.00015783309936523438,
462,0.00015687942504882812,
463,0.0001227855682373047,
464,0.00011205673217773438,
465,0.0001609325408935547,
466,0.00016999244689941406,
467,0.00017714500427246094,
468,0.0001862049102783203,
469,0.00018405914306640625,
470,0.00017309188842773438,
471,0.00021195411682128906,
472,0.00019502639770507812,
473,0.0001888275146484375,
474,0.00020813941955566406,
475,0.000186920166015625,
476,0.00018715858459472656,
477,0.0001857280731201172,
478,0.0001647472381591797,
479,0.00016617774963378906,
480,0.000202178955078125,
481,0.00019788742065429688,
482,0.00017595291137695312,
483,0.00017905235290527344,
484,0.00015306472778320312,
485,0.0001659393310546875,
486,0.00016617774963378906,
487,0.00015783309936523438,
488,0.00015211105346679688,
489,0.00014519691467285156,
490,0.000164031982421875,
491,0.0001926422119140625,
492,0.00015687942504882812,
493,0.0001819133758544922,
494,0.0002300739288330078,
495,0.00018215179443359375,
496,0.0005807876586914062,
497,0.0005109310150146484,
498,0.0004589557647705078,
499,0.0002429485321044922,
500,0.0002040863037109375,
501,0.00016689300537109375,
502,0.0002040863037109375,
503,0.0001919269561767578,
