episode,instance_0_reward,instance_1_reward
0,967.4292977511822,329.37123311311007
1,981.9043173600779,16.428404331207275
2,959.4327166012109,292.11566129885614
3,935.811559069332,387.3495692741126
4,981.8834752859642,122.08759759552777
5,1005.3593254065675,257.05477379634976
6,1008.544458425623,105.0792709775269
7,987.6137117309986,87.6336189955473
8,963.701244711622,483.1346446406096
9,974.5138279659785,116.57719740271568
10,972.3665907284488,27.936561107635498
11,942.1120125390788,174.40679949522018
12,974.9223345372559,77.94788351655006
13,968.0379094882138,220.10972084477544
14,-83.19286103409212,-50.06282165646553
15,-209.31082764954732,-13.407104253768921
16,58.300186659277294,63.66544210910797
17,87.67323661987334,5.63584303855896
18,396.13703857575223,27.675178349018097
19,646.0199654625412,51.9048732817173
20,641.4610154036719,49.028204798698425
21,721.9904373226599,185.97937041521072
22,899.9655250276838,142.77766519784927
23,77.93312847217909,51.495511934161186
24,449.9254296214906,50.99608853459358
25,8.763359352217275,52.17802178859711
26,342.12317787607236,31.048464059829712
27,553.0845910643848,17.025882363319397
28,826.0317132178482,65.75432008504868
29,755.7980909667972,47.68529716134071
30,517.3241138976531,10.282545328140259
31,1088.6920968025463,119.75662392377853
32,244.05230983290147,47.59832489490509
33,401.095346488737,19.052826523780823
34,369.06531449037027,115.72896152734756
35,150.05618534180445,60.90092384815216
36,423.55213616115697,93.7781046628952
37,980.88827947212,70.27158510684967
38,1012.3435736631723,60.30298209190369
39,1011.8594432457255,26.835424691438675
40,253.1990334259732,78.93674290180206
41,202.30239556522992,76.91949421167374
42,418.6705112813541,35.00471329689026
43,326.7714352009831,66.71869552135468
44,1426.6047938886054,123.0045253932476
45,801.3271551712864,97.6619861125946
46,852.9239422635897,65.82307267189026
47,699.6806388504647,77.22420871257782
48,950.2474762873845,65.32372668385506
49,1561.8900027858358,149.24907034635544
50,618.0014973893932,74.26420113444328
51,1725.5555873753983,653.89737829566
52,1499.7347683452629,21.366415560245514
53,700.1153154606333,100.1066774725914
54,42.52269488675061,174.73435109853745
55,402.9313451937245,224.58963721990585
56,401.91054332752384,103.01143288612366
57,780.4334515488349,28.50395104289055
58,1732.8038770517617,74.01638701558113
59,886.6874412766583,67.67754763364792
60,1879.0176380117257,212.79672628641129
61,301.9030278180107,14.263404190540314
62,480.62065140990796,38.349483013153076
63,152.65366622234836,187.33427050709724
64,467.0472446353013,128.68374067544937
65,1030.7124579717795,106.4475045800209
66,780.8283381897941,82.04196226596832
67,719.218594222764,119.47727274894714
68,598.1041145800339,157.78701242804527
69,394.81130537693696,35.171832263469696
70,987.014857597236,177.43905037641525
71,144.78944994575295,136.7383627295494
72,2045.048043015751,69.99537128210068
73,59.975138154203385,24.705052733421326
74,725.6637129303214,12.657992959022522
75,866.3114634995593,173.25403952598572
76,768.526057756026,96.51365822553635
77,1114.3992171180341,139.68855142593384
78,302.98930682436674,55.26295953989029
79,831.3206017600207,68.0481681227684
80,1504.8334961818384,327.5440524816513
81,168.1482170578908,160.0303254723549
82,198.8328122326113,109.68695363402367
83,1107.9486073309083,44.96467441320419
84,533.6795947878771,24.735445231199265
85,515.6830349890943,97.33462792634964
86,304.0733726401363,50.92427206039429
87,554.8206167824017,76.99282187223434
88,924.8504236575812,223.18187242746353
89,799.4051379736708,173.16162317991257
90,1467.5056845326778,54.82564300298691
91,46.968201054916214,107.25265830755234
92,143.6397195494797,58.223552942276
93,425.672635153428,194.3903352022171
94,536.6450059623901,57.69971352815628
95,602.3454003649176,45.79566031694412
