episode,mujoco_steps,brax_steps
0,1000,126
1,1000,170
2,1000,498
3,1000,61
4,1000,332
5,1000,96
6,1000,144
7,1000,62
8,1000,714
9,1000,311
10,1000,375
11,1000,66
12,1000,467
13,363,37
14,1000,20
15,169,36
16,14,138
17,30,19
18,69,47
19,1000,99
20,1000,11
21,1000,27
22,33,55
23,1000,23
24,1000,108
25,1000,34
26,794,54
27,925,41
28,137,18
29,1000,15
30,1000,41
31,1000,311
32,1000,84
33,1000,69
34,1000,279
35,145,65
36,208,52
37,1000,75
38,119,80
39,1000,97
40,1000,15
41,511,48
42,1000,41
43,1000,67
44,348,71
45,1000,14
46,1000,67
47,534,17
48,597,84
49,1000,9
50,1000,26
51,1000,93
52,82,48
53,1000,103
54,339,149
55,182,114
56,842,146
57,1000,45
58,132,36
59,1000,41
60,80,46
61,220,33
62,21,251
63,29,146
64,870,93
65,447,63
66,557,282
67,136,54
68,227,46
69,1000,96
70,64,48
71,385,88
72,118,157
73,59,106
74,403,85
75,61,51
76,1000,121
77,1000,182
78,1000,81
79,192,61
80,1000,99
81,1000,110
82,1000,74
83,1000,124
84,422,48
85,24,85
86,183,118
87,1000,31
88,94,16
89,1000,114
90,1000,22
91,187,185
92,125,63
93,1000,145
94,1000,65
95,84,141
96,446,133
97,298,136
98,1000,395
99,153,82
100,1000,462
101,1000,50
102,1000,146
103,1000,25
104,1000,224
105,1000,103
106,231,43
107,274,82
108,372,364
109,773,79
110,392,103
111,89,30
112,794,27
113,195,83
114,1000,33
115,39,33
116,1000,24
117,1000,221
118,124,51
119,268,92
120,1000,35
121,238,63
122,577,201
123,522,163
124,1000,104
125,1000,186
126,342,377
127,1000,98
128,144,34
129,948,166
130,157,406
131,1000,522
132,17,113
133,470,19
134,1000,172
135,1000,441
136,1000,250
137,195,83
138,1000,325
139,1000,29
140,1000,216
141,117,85
142,62,31
143,1000,42
144,553,68
145,85,91
146,1000,58
147,459,198
148,1000,77
149,243,51
150,1000,179
151,40,98
152,1000,115
153,115,121
154,1000,971
155,1000,16
156,1000,15
157,1000,37
158,70,426
159,1000,39
160,384,303
161,676,322
162,255,98
163,502,71
164,1000,146
165,1000,871
166,39,213
167,1000,92
168,1000,149
169,312,400
170,1000,422
171,1000,28
172,1000,558
173,1000,123
174,436,289
175,1000,435
176,225,107
177,834,118
178,61,408
179,76,158
180,1000,423
181,335,474
182,817,332
183,1000,183
184,1000,80
185,1000,109
186,1000,223
187,1000,176
188,798,148
189,421,40
190,1000,101
191,1000,592
192,167,223
193,365,189
194,1000,779
195,1000,542
196,1000,232
197,819,240
198,457,49
199,1000,336
200,154,323
201,662,468
202,153,276
203,763,454
204,1000,540
205,1000,21
206,1000,1000
207,450,227
208,1000,206
209,605,126
210,65,1000
211,1000,540
212,1000,97
213,1000,138
214,1000,108
215,68,271
216,1000,398
217,1000,734
218,130,1000
219,1000,75
220,1000,493
221,1000,48
222,1000,219
223,1000,318
224,1000,117
225,1000,317
226,1000,48
227,1000,28
228,587,590
229,1000,416
230,728,99
231,151,75
232,1000,786
233,156,656
234,1000,107
235,1000,983
236,620,687
237,1000,584
238,67,97
239,1000,313
240,1000,177
241,1000,438
242,611,1000
243,128,124
244,973,101
245,1000,206
246,753,282
247,301,69
248,1000,536
249,40,106
250,1000,89
251,1000,254
252,417,41
253,1000,98
254,1000,113
255,726,202
256,1000,78
257,11,525
258,1000,502
259,1000,640
260,1000,219
261,1000,340
262,834,98
263,1000,302
264,1000,192
265,1000,1000
266,1000,568
267,125,1000
268,1000,154
269,1000,1000
270,1000,215
271,30,17
272,201,310
273,1000,1000
274,1000,627
275,1000,694
276,1000,1000
277,296,201
278,24,132
279,859,516
280,1000,383
281,294,95
282,1000,1000
283,304,337
284,1000,178
285,1000,230
286,1000,528
287,848,749
288,1000,1000
289,1000,472
290,546,102
291,109,45
292,1000,438
293,1000,777
294,1000,240
295,1000,591
296,1000,1000
297,163,1000
298,1000,1000
299,1000,222
300,1000,394
301,1000,1000
302,1000,264
303,1000,1000
304,78,660
305,1000,1000
306,1000,424
307,1000,228
308,789,1000
309,982,41
310,1000,74
311,1000,549
312,328,461
313,415,14
314,426,1000
315,1000,1000
316,1000,15
317,1000,155
318,1000,1000
319,1000,955
320,1000,1000
321,277,1000
322,1000,100
323,1000,339
324,1000,320
325,1000,43
326,913,36
327,263,353
328,1000,468
329,1000,558
330,1000,1000
331,1000,159
332,205,897
333,24,358
334,984,522
335,1000,735
336,1000,111
337,1000,443
338,1000,505
339,629,120
340,1000,1000
341,1000,108
342,1000,446
343,1000,985
344,1000,418
345,1000,441
346,1000,1000
347,1000,1000
348,1000,306
349,1000,297
350,961,206
351,1000,1000
352,1000,256
353,178,1000
354,156,922
355,63,465
356,1000,1000
357,596,1000
358,1000,474
359,1000,1000
360,726,634
361,1000,456
362,692,1000
363,162,1000
364,53,85
365,1000,221
366,1000,538
367,1000,263
368,1000,542
369,1000,1000
370,382,32
371,1000,128
372,1000,1000
373,1000,1000
374,1000,873
375,1000,70
376,1000,52
377,69,1000
378,542,601
379,1000,12
380,830,1000
381,288,317
382,752,881
383,267,419
384,1000,303
385,1000,118
386,1000,469
387,1000,633
388,1000,1000
389,1000,1000
390,1000,177
391,1000,1000
392,1000,217
393,1000,325
394,1000,1000
395,1000,1000
396,1000,204
397,362,117
398,1000,1000
399,1000,583
400,1000,192
401,258,1000
402,1000,80
403,1000,94
404,1000,216
405,1000,154
406,163,807
407,1000,140
408,1000,1000
409,60,1000
410,479,461
411,1000,312
412,1000,786
413,753,1000
414,1000,613
415,1000,1000
416,1000,1000
417,1000,405
418,141,86
419,1000,325
420,1000,1000
421,1000,1000
422,537,1000
423,1000,1000
424,377,110
425,1000,286
426,366,1000
427,92,1000
428,541,80
429,1000,1000
430,445,889
431,1000,545
432,1000,191
433,1000,884
434,1000,1000
435,1000,1000
436,1000,126
437,446,738
438,1000,137
439,543,658
440,1000,638
441,921,1000
442,1000,1000
443,608,212
444,1000,782
445,1000,38
446,1000,827
447,1000,1000
448,1000,170
449,1000,147
450,1000,122
451,1000,222
452,584,1000
453,384,1000
454,1000,237
455,530,1000
456,93,291
457,1000,1000
458,1000,22
459,76,155
460,422,1000
461,1000,1000
462,594,1000
463,813,1000
464,555,220
465,1000,214
466,862,1000
467,474,183
468,816,1000
469,1000,307
470,1000,1000
471,1000,428
472,1000,568
473,1000,13
474,459,493
475,1000,151
476,80,91
477,813,191
478,1000,317
479,69,824
480,1000,286
481,1000,1000
482,1000,1000
483,1000,234
484,1000,1000
485,390,724
486,1000,591
487,1000,317
488,1000,1000
489,348,70
490,1000,434
491,833,134
492,1000,960
493,1000,312
494,1000,697
495,1000,1000
496,1000,988
497,1000,1000
498,1000,1000
499,201,196
