episode,mujoco_steps,brax_steps
0,1000,104
1,1000,49
2,1000,1000
3,1000,5
4,1000,6
5,1000,15
6,1000,15
7,1000,42
8,1000,67
9,1000,49
10,1000,259
11,1000,78
12,1000,73
13,1000,26
14,1000,10
15,1000,82
16,1000,61
17,1000,13
18,143,92
19,1000,89
20,1000,19
21,1000,23
22,58,44
23,1000,118
24,1000,100
25,1000,268
26,1000,23
27,1000,124
28,1000,100
29,455,274
30,1000,68
31,1000,11
32,1000,36
33,1000,24
34,1000,44
35,219,11
36,1000,58
37,52,108
38,1000,27
39,1000,34
40,739,22
41,290,52
42,324,71
43,70,143
44,1000,46
45,244,166
46,250,113
47,1000,229
48,1000,33
49,1000,41
50,1000,14
51,42,113
52,1000,77
53,296,101
54,147,137
55,1000,26
56,501,55
57,1000,172
58,150,43
59,69,81
60,1000,286
61,718,66
62,1000,117
63,277,160
64,1000,171
65,510,213
66,1000,111
67,1000,164
68,1000,39
69,160,126
70,645,28
71,1000,163
72,1000,17
73,35,222
74,124,63
75,309,122
76,132,61
77,166,45
78,36,89
79,48,54
80,1000,197
81,1000,93
82,1000,59
83,112,49
84,1000,41
85,960,45
86,1000,22
87,30,32
88,1000,55
89,778,89
90,1000,18
91,248,26
92,87,62
93,1000,215
94,1000,99
95,226,48
96,1000,127
97,1000,21
98,122,66
99,132,137
100,1000,67
101,171,118
102,191,12
103,1000,180
104,143,470
105,1000,122
106,1000,209
107,62,251
108,1000,316
109,1000,54
110,1000,225
111,769,40
112,287,284
113,228,42
114,53,81
115,1000,27
116,318,88
117,194,41
118,1000,23
119,745,117
120,468,120
121,346,24
122,1000,80
123,280,517
124,424,41
125,1000,275
126,483,180
127,1000,183
128,1000,160
129,1000,625
130,1000,33
131,1000,158
132,1000,171
133,268,13
134,344,261
135,1000,90
136,246,447
137,791,1000
138,913,561
139,1000,198
140,519,53
141,1000,71
142,1000,217
143,720,81
144,1000,720
145,1000,193
146,301,540
147,1000,913
148,1000,220
149,1000,226
150,27,260
151,1000,594
152,1000,676
153,1000,54
154,1000,714
155,1000,325
156,1000,66
157,1000,1000
158,1000,298
159,1000,324
160,1000,1000
161,1000,893
162,1000,749
163,139,274
164,1000,103
165,1000,1000
166,1000,1000
167,99,1000
168,222,941
169,180,1000
170,1000,194
171,171,181
172,184,1000
173,33,488
174,1000,721
175,435,122
176,1000,643
177,153,1000
178,1000,1000
179,1000,1000
180,203,547
181,188,507
182,1000,55
183,518,751
184,1000,1000
185,40,1000
186,623,1000
187,1000,642
188,468,642
189,1000,892
190,1000,1000
191,86,488
192,1000,752
193,1000,175
194,437,273
195,859,260
196,1000,1000
197,1000,1000
198,604,1000
199,1000,1000
200,1000,1000
201,963,1000
202,126,1000
203,1000,355
204,304,1000
205,34,738
206,1000,1000
207,1000,1000
208,716,507
