episode,td_error
1,0.9351376
1,0.79916096
1,0.7059085
1,0.57503223
1,0.4998928
1,0.48344374
1,0.41204482
1,0.42076838
1,0.42652696
1,0.44661868
1,0.42024285
1,0.38870996
1,0.40484673
1,0.3963998
1,0.405379
1,0.3743761
1,0.40075326
1,0.3289199
1,0.3456854
1,0.34925187
1,0.33142567
1,0.31231877
1,0.3480096
1,0.30679217
1,0.29046854
1,0.2803836
1,0.28208774
1,0.28845388
1,0.26381934
1,0.25317964
1,0.27220947
1,0.2523318
1,0.22539818
1,0.22022963
1,0.21629746
1,0.20276222
1,0.21236973
1,0.18044052
1,0.19751948
1,0.1914661
1,0.19115257
1,0.18841109
1,0.17395192
1,0.17071071
1,0.14997149
1,0.14913253
1,0.15849417
1,0.14118096
1,0.13302572
1,0.1363295
1,0.13242453
1,0.14703616
1,0.13916767
1,0.13887534
1,0.13117483
1,0.11610062
1,0.11312392
1,0.11983113
1,0.10515988
1,0.10961625
1,0.10528417
1,0.092940964
1,0.10152681
1,0.10553726
1,0.0958987
1,0.09789526
1,0.093472406
1,0.09721973
1,0.0847699
1,0.08547441
1,0.08146183
1,0.08387914
1,0.09830238
1,0.08651539
1,0.083255656
1,0.08455508
1,0.08459206
1,0.077645004
1,0.078163
1,0.07132608
1,0.073828325
1,0.07202923
1,0.06968486
1,0.07910241
1,0.07649967
1,0.06705522
1,0.076351926
1,0.06705801
1,0.06325701
1,0.06869012
1,0.064070895
1,0.06930646
1,0.06568633
1,0.058008626
1,0.060218126
1,0.06183943
1,0.054220244
1,0.058694404
1,0.05953545
1,0.056212105
1,0.05697292
1,0.050969392
1,0.05124282
1,0.054298606
1,0.052446898
1,0.053231567
1,0.052747555
1,0.05173391
1,0.05200062
1,0.04934309
1,0.0507503
1,0.05017136
1,0.050552413
1,0.04804436
1,0.055833966
1,0.054486103
1,0.050217006
1,0.053009383
1,0.051354878
1,0.043294095
1,0.050025493
1,0.04798456
1,0.047158338
1,0.05237439
1,0.049361814
1,0.04287559
1,0.04695587
1,0.044239376
1,0.04590291
1,0.05018184
1,0.038032606
1,0.04833325
1,0.04543005
1,0.036572687
1,0.04591164
1,0.039316
1,0.04589609
1,0.04506309
1,0.047362324
1,0.03885823
1,0.043337964
1,0.040254816
1,0.042601086
1,0.039360322
1,0.048082203
1,0.04698603
1,0.04144185
1,0.039935216
1,0.038407244
1,0.039500214
1,0.04425208
1,0.03768556
1,0.03899195
1,0.037220687
1,0.042375088
1,0.044114396
1,0.040727865
1,0.038778614
1,0.040328413
1,0.036920663
1,0.04267651
1,0.041185528
1,0.041825797
1,0.037585825
1,0.035414856
1,0.03983283
1,0.03817428
1,0.03903207
1,0.037730694
1,0.035842158
1,0.03738434
1,0.037878282
1,0.038170747
1,0.033416107
1,0.037858546
1,0.033049535
1,0.03639006
1,0.035922043
1,0.03291058
1,0.035358272
1,0.035605602
1,0.03352773
1,0.029823221
1,0.027438387
1,0.033327788
1,0.034574363
1,0.03503798
1,0.03653286
1,0.031909645
1,0.034016747
1,0.029540502
1,0.032212894
1,0.030064862
1,0.03177724
1,0.027509443
1,0.028481763
1,0.03045728
1,0.02991666
1,0.032053277
1,0.031856596
1,0.02657621
1,0.032360062
1,0.02805524
1,0.02851636
1,0.032349743
1,0.031505425
1,0.032135412
1,0.03117605
1,0.028840948
1,0.028214201
1,0.029636253
1,0.027808204
1,0.027204454
1,0.03219802
1,0.026398532
1,0.032092355
1,0.02898492
1,0.028410316
1,0.029880326
1,0.027535591
1,0.028288744
1,0.02729461
1,0.029079061
1,0.02281114
1,0.029008865
1,0.024895
1,0.028504793
1,0.026615044
1,0.026769303
1,0.02541151
1,0.027908258
1,0.028327858
1,0.027125072
1,0.026931502
1,0.023543244
1,0.029194474
1,0.029419348
1,0.02684376
1,0.02952093
1,0.026307818
1,0.025477946
1,0.02375341
1,0.028457314
1,0.02776392
1,0.024309915
1,0.02478845
1,0.023307506
1,0.025363717
1,0.024294376
1,0.024527658
1,0.028158117
1,0.028767917
1,0.025540417
1,0.028671566
1,0.027089123
1,0.025291337
1,0.025592588
1,0.025018282
1,0.02427151
1,0.026506796
1,0.03057998
1,0.025039973
1,0.02494179
1,0.028202256
1,0.02566917
1,0.022859992
1,0.024340233
1,0.025754735
1,0.02635235
1,0.02283084
1,0.02537935
1,0.024802566
1,0.026262088
1,0.023932325
1,0.02338621
1,0.022995625
1,0.022167854
1,0.031231008
1,0.022622766
1,0.025480734
1,0.02336682
1,0.026387643
1,0.023536723
1,0.025883418
1,0.025212381
1,0.029345088
1,0.024677932
1,0.022613408
1,0.02354287
1,0.023293238
1,0.024123155
1,0.02279251
1,0.02230781
1,0.023757536
1,0.02296099
1,0.022929648
1,0.022572536
1,0.02605649
1,0.024646966
1,0.021459028
1,0.02144247
1,0.026827622
1,0.023544151
1,0.026564216
1,0.023401905
1,0.027559984
1,0.028893624
1,0.0228715
1,0.027995016
1,0.024228226
1,0.027359322
1,0.022403851
1,0.022993675
1,0.02702688
1,0.022382013
1,0.02500424
1,0.026016017
1,0.027170226
1,0.02288926
1,0.024364498
1,0.024092443
1,0.034265716
1,0.033273377
1,0.023658164
1,0.028814934
1,0.02099771
1,0.031754177
1,0.025722116
1,0.027517144
1,0.027453907
1,0.028997723
1,0.026833646
1,0.022271946
1,0.025244426
1,0.026889123
1,0.027925504
1,0.023476863
1,0.024458349
1,0.02479159
1,0.02854766
1,0.028186481
1,0.02203274
1,0.024537835
1,0.024576966
1,0.024930798
1,0.024284475
1,0.022777168
1,0.022240672
1,0.024279322
1,0.024246477
1,0.026361004
1,0.020973569
1,0.024257831
1,0.020018065
1,0.022174267
1,0.025880553
1,0.026654124
1,0.020475749
1,0.025452267
1,0.028460924
1,0.023732372
1,0.02340623
1,0.02243356
1,0.024433289
1,0.023449061
