episode,mujoco_steps,brax_steps
0,1000,21
1,1000,554
2,1000,27
3,1000,386
4,1000,27
5,1000,251
6,1000,166
7,1000,148
8,1000,415
9,1000,238
10,1000,1000
11,1000,73
12,1000,129
13,232,50
14,87,16
15,40,40
16,446,77
17,379,21
18,1000,82
19,273,54
20,54,12
21,637,11
22,33,41
23,1000,29
24,425,95
25,1000,15
26,71,45
27,1000,28
28,1000,117
29,88,106
30,155,34
31,1000,72
32,1000,67
33,1000,19
34,1000,27
35,125,85
36,766,21
37,230,17
38,1000,10
39,23,20
40,1000,40
41,373,49
42,1000,82
43,1000,21
44,555,42
45,1000,8
46,63,55
47,99,74
48,1000,141
49,70,82
50,1000,10
51,738,26
52,1000,95
53,1000,9
54,1000,64
55,56,124
56,1000,30
57,131,83
58,356,119
59,1000,75
60,1000,130
61,1000,81
62,225,18
63,1000,28
64,344,107
65,66,108
66,1000,25
67,1000,32
68,1000,61
69,1000,66
70,1000,143
71,1000,124
72,1000,42
73,1000,63
74,1000,70
75,1000,70
76,401,45
77,953,17
78,472,179
79,220,52
80,221,44
81,1000,30
82,1000,52
83,1000,18
84,1000,67
85,54,27
86,279,34
87,257,68
88,1000,63
89,321,23
90,1000,71
91,773,14
92,433,65
93,15,133
94,1000,38
95,1000,31
96,451,156
97,1000,23
98,1000,215
99,1000,129
100,1000,61
101,1000,64
102,1000,21
103,1000,37
104,251,117
105,714,29
106,223,91
107,1000,69
108,1000,35
109,1000,24
110,1000,99
111,1000,96
112,617,16
113,834,21
114,1000,143
115,56,9
116,1000,28
117,1000,62
118,248,154
119,1000,72
120,771,80
121,1000,83
122,1000,37
123,180,13
124,522,80
125,1000,29
126,448,33
127,1000,99
128,1000,109
129,1000,32
130,303,250
131,420,49
132,224,61
133,1000,41
134,1000,162
135,1000,57
136,1000,15
137,1000,94
138,1000,230
139,1000,75
140,622,69
141,1000,17
142,758,188
143,237,56
144,1000,144
145,1000,106
146,1000,67
147,1000,91
148,1000,155
149,1000,56
150,721,455
151,347,79
152,1000,62
153,933,105
154,702,23
155,1000,152
156,21,35
157,1000,199
158,1000,46
159,1000,34
160,1000,105
161,1000,18
162,1000,87
163,910,20
164,1000,118
165,350,383
166,1000,23
167,1000,32
168,799,204
169,1000,20
170,57,11
171,1000,133
172,1000,131
173,484,73
174,1000,99
175,1000,71
176,770,181
177,1000,75
178,1000,61
179,1000,88
180,1000,201
181,1000,46
182,1000,73
183,1000,127
184,1000,95
185,1000,25
186,1000,85
187,1000,26
188,291,64
189,1000,129
190,1000,88
191,1000,64
192,1000,8
193,1000,117
194,1000,93
195,1000,31
196,1000,29
197,1000,198
198,1000,76
199,1000,178
200,1000,33
201,1000,23
202,636,72
203,1000,59
204,1000,48
205,355,36
206,1000,67
207,1000,125
208,1000,77
209,440,133
210,1000,133
211,831,36
212,1000,53
213,1000,104
214,1000,10
215,1000,68
216,1000,129
217,676,254
218,99,49
219,1000,14
220,1000,15
221,1000,268
222,1000,202
223,952,52
224,1000,108
225,1000,65
226,1000,19
227,103,166
