episode,mujoco_steps,brax_steps
0,1000,156
1,1000,76
2,1000,220
3,1000,110
4,1000,183
5,1000,21
6,1000,143
7,1000,49
8,1000,66
9,1000,72
10,1000,72
11,1000,131
12,1000,188
13,1000,86
14,1000,78
15,1000,52
16,62,66
17,17,67
18,1000,10
19,181,51
20,603,12
21,1000,81
22,484,34
23,1000,92
24,907,49
25,1000,18
26,676,19
27,1000,14
28,1000,29
29,1000,37
30,1000,17
31,1000,21
32,1000,159
33,417,55
34,359,34
35,38,51
36,1000,83
37,128,14
38,1000,157
39,360,51
40,1000,12
41,1000,151
42,1000,66
43,34,64
44,737,125
45,1000,71
46,1000,109
47,1000,95
48,107,118
49,1000,14
50,1000,88
51,307,84
52,1000,70
53,1000,8
54,1000,45
55,1000,50
56,568,43
57,171,58
58,925,240
59,1000,95
60,1000,86
61,308,138
62,1000,41
63,41,23
64,21,7
65,60,17
66,431,67
67,45,15
68,1000,173
69,290,200
70,282,343
71,1000,182
72,1000,70
73,30,29
74,1000,28
75,435,41
76,1000,381
77,1000,90
78,1000,99
79,1000,26
80,549,59
81,250,129
82,1000,41
83,557,36
84,1000,94
85,302,41
86,1000,53
87,1000,28
88,621,12
89,361,144
90,1000,117
91,1000,52
92,581,23
93,1000,153
94,1000,93
95,1000,134
96,238,82
97,394,54
98,614,252
99,1000,96
100,265,112
101,1000,9
102,24,71
103,770,114
104,63,196
105,320,100
106,248,54
107,1000,140
108,317,30
109,217,20
110,368,125
111,622,15
112,266,643
113,230,48
114,156,26
115,168,56
116,413,26
117,147,362
118,1000,196
119,1000,100
120,170,34
121,67,64
122,37,122
123,289,119
124,100,188
125,1000,39
126,1000,41
127,1000,110
128,1000,20
129,1000,27
130,1000,77
131,1000,99
132,1000,85
133,474,131
134,1000,14
135,1000,130
136,70,92
137,757,197
138,1000,38
139,1000,314
140,266,284
141,33,98
142,179,160
143,816,95
144,125,358
145,1000,276
146,1000,142
147,72,37
148,1000,209
149,200,166
150,827,201
151,658,175
152,1000,51
153,1000,158
154,96,34
155,89,194
156,555,463
157,1000,11
158,1000,195
159,128,135
160,299,88
161,69,76
162,1000,131
163,13,173
164,136,191
165,1000,30
166,122,135
167,81,163
