episode,td_error
2,0.9367461
2,0.82052255
2,0.7054275
2,0.60534704
2,0.53335005
2,0.49036887
2,0.46733648
2,0.47314084
2,0.4729964
2,0.47225142
2,0.47078493
2,0.45399976
2,0.43307698
2,0.418534
2,0.40046495
2,0.39110762
2,0.38621622
2,0.37981296
2,0.36883968
2,0.3623672
2,0.34666637
2,0.33429307
2,0.33059692
2,0.3196181
2,0.30610898
2,0.3057044
2,0.29045844
2,0.27298933
2,0.2642033
2,0.25623396
2,0.23921447
2,0.22989048
2,0.21741182
2,0.20898686
2,0.19324426
2,0.19617224
2,0.18530405
2,0.18544829
2,0.1783982
2,0.17529523
2,0.17613657
2,0.16054717
2,0.16378665
2,0.15366878
2,0.1482419
2,0.14755914
2,0.13764706
2,0.13006173
2,0.12969802
2,0.12713398
2,0.1193595
2,0.125618
2,0.11654001
2,0.113122955
2,0.1101141
2,0.106992185
2,0.10768564
2,0.10125045
2,0.09450139
2,0.098340675
2,0.09263149
2,0.088714905
2,0.091705665
2,0.09041503
2,0.0876635
2,0.07944467
2,0.08121041
2,0.08019392
2,0.07817395
2,0.07630649
2,0.07503031
2,0.071511
2,0.07369365
2,0.072037175
2,0.07084635
2,0.067623556
2,0.061734017
2,0.06475505
2,0.060409673
2,0.06429228
2,0.0577484
2,0.058668837
2,0.053569146
2,0.051220704
2,0.05370358
2,0.050487142
2,0.0481081
2,0.04957687
2,0.049023457
2,0.049703203
2,0.04646333
2,0.04844175
2,0.04815916
2,0.04117919
2,0.04562062
2,0.04439322
2,0.04515891
2,0.043613225
2,0.04028062
2,0.0419824
2,0.043434083
2,0.04167038
2,0.036325336
2,0.042105958
2,0.04494565
2,0.03689026
2,0.04359885
2,0.03615657
2,0.03577152
2,0.035428256
2,0.03502345
2,0.044029072
2,0.04415825
2,0.034804285
2,0.040719993
2,0.031357702
2,0.039030902
2,0.03166561
2,0.04064936
2,0.031906717
2,0.032173086
2,0.034367636
2,0.03383556
2,0.037049524
2,0.033244845
2,0.035460677
2,0.03459408
2,0.03135942
2,0.035275213
2,0.028455408
2,0.033169143
2,0.031462565
2,0.028443184
2,0.027559794
2,0.03605664
2,0.035681706
2,0.03608392
2,0.030140266
2,0.028848488
2,0.029942285
2,0.0329214
2,0.027386468
2,0.030175572
2,0.032139458
2,0.030866645
2,0.032983296
2,0.031861834
2,0.030084133
2,0.030670505
2,0.03614459
2,0.031128377
