episode,mujoco_steps,brax_steps
0,1000,67
1,1000,14
2,1000,31
3,1000,120
4,1000,399
5,1000,133
6,1000,126
7,1000,89
8,1000,476
9,1000,168
10,1000,166
11,1000,32
12,1000,188
13,1000,238
14,418,36
15,233,28
16,390,21
17,172,40
18,35,66
19,1000,20
20,1000,35
21,1000,86
22,1000,30
23,1000,156
24,1000,61
25,111,108
26,1000,24
27,408,19
28,1000,155
29,1000,252
30,1000,35
31,1000,55
32,1000,121
33,1000,8
34,1000,103
35,100,11
36,834,39
37,916,40
38,227,52
39,28,15
40,1000,30
41,199,70
42,710,23
43,1000,33
44,1000,42
45,104,67
46,1000,37
47,1000,70
48,1000,65
49,970,79
50,72,249
51,270,38
52,1000,60
53,1000,158
54,1000,376
55,1000,49
56,56,115
57,1000,55
58,243,48
59,1000,57
60,127,24
61,1000,123
62,58,72
63,40,25
64,1000,87
65,1000,251
66,1000,153
67,86,165
68,637,27
69,1000,32
70,1000,77
71,1000,53
72,1000,179
73,376,55
74,183,88
75,155,44
76,59,63
77,308,14
78,40,118
79,62,77
80,436,94
81,250,311
82,583,31
83,1000,33
84,35,27
85,437,24
86,370,239
87,1000,104
88,672,44
89,162,33
90,1000,41
91,1000,43
92,1000,29
93,971,67
94,950,114
95,1000,181
96,160,333
97,670,43
98,1000,96
99,559,26
100,1000,14
101,1000,76
102,1000,36
103,1000,71
104,1000,16
105,1000,406
106,1000,35
107,327,33
108,117,207
109,109,88
110,1000,216
111,1000,59
112,222,14
113,156,47
114,776,147
115,390,36
116,402,368
117,1000,448
118,56,354
119,421,1000
120,285,40
121,835,27
122,1000,27
123,300,464
124,1000,436
125,1000,22
126,70,173
127,65,25
128,42,123
129,1000,243
130,303,120
131,203,107
132,1000,42
133,255,35
134,749,12
135,125,145
136,1000,67
137,40,9
138,334,212
139,101,79
140,157,11
141,334,31
142,969,37
143,359,13
144,126,17
145,124,19
146,186,14
147,318,81
148,761,93
149,1000,56
150,193,24
151,26,150
152,122,385
153,156,193
154,345,197
155,1000,63
156,1000,152
157,1000,108
158,149,85
159,193,219
160,441,23
161,243,146
162,1000,24
163,472,12
164,158,99
165,1000,247
166,247,76
167,259,69
168,41,574
169,637,8
170,92,112
171,1000,187
172,747,13
173,98,61
174,1000,188
175,934,103
176,1000,165
177,176,47
178,526,117
179,1000,173
180,1000,23
181,212,34
182,220,98
183,45,15
184,1000,31
185,101,63
186,277,46
187,57,19
188,138,282
189,217,316
