episode,mujoco_steps,brax_steps
190,68,35
191,1000,24
192,497,63
193,1000,42
194,22,217
195,64,279
196,270,29
197,1000,23
198,140,33
199,26,26
200,67,120
201,34,253
202,1000,171
203,519,192
204,149,124
205,1000,108
206,350,58
207,90,14
208,112,175
209,75,16
210,261,21
211,12,55
212,591,29
213,174,140
214,871,34
215,1000,11
216,990,36
217,63,116
218,217,35
219,13,35
220,10,19
221,1000,12
222,469,111
223,1000,108
224,59,13
225,90,40
226,81,49
227,134,25
228,1000,23
229,229,14
230,131,34
231,101,127
232,1000,101
233,90,28
234,1000,84
235,1000,66
236,325,233
237,727,64
238,1000,133
239,190,29
240,113,63
241,32,24
242,71,187
243,112,18
244,608,76
245,107,69
246,1000,24
247,39,50
248,162,29
249,723,52
250,331,151
251,752,12
252,103,134
253,250,12
254,30,43
255,33,95
256,147,32
257,1000,35
258,81,24
259,525,20
260,1000,97
261,33,12
262,177,35
263,19,23
264,1000,185
265,66,95
266,1000,61
267,197,24
268,1000,171
269,27,19
270,47,95
271,944,111
272,380,266
273,1000,11
274,44,92
275,1000,137
276,302,25
277,323,153
278,114,1000
279,78,110
280,35,372
281,1000,7
282,733,100
283,605,16
284,295,44
285,155,36
286,158,154
287,256,163
288,20,15
289,532,392
290,1000,128
291,360,18
292,95,78
293,266,101
294,157,23
295,153,32
296,203,250
297,666,12
298,526,49
299,186,78
300,1000,116
301,1000,673
302,257,23
303,1000,97
304,1000,298
305,447,35
306,170,55
307,126,110
308,153,53
309,90,46
310,207,35
311,347,24
312,1000,63
313,102,97
314,1000,134
315,344,35
316,591,160
317,347,232
318,563,478
319,297,18
320,216,59
321,124,34
322,1000,102
323,154,17
324,162,12
325,146,37
326,726,50
327,261,33
328,115,12
329,205,230
330,295,86
331,315,86
332,472,51
333,268,289
334,1000,15
335,439,51
336,128,31
337,309,224
338,304,14
339,104,35
340,1000,190
341,36,547
342,1000,13
343,90,176
344,245,84
345,172,12
346,1000,72
347,70,10
348,259,150
349,404,29
350,1000,20
351,478,32
352,82,16
353,99,13
354,72,69
355,32,152
356,622,80
357,24,40
358,24,22
359,21,33
360,315,38
361,1000,275
362,486,517
363,50,39
364,69,218
365,211,60
366,217,22
367,266,49
368,491,64
369,1000,60
370,316,51
371,990,416
372,117,129
373,192,155
374,627,123
375,395,21
376,296,55
377,513,835
378,350,46
379,1000,162
380,1000,15
381,240,41
382,516,142
383,316,121
384,266,50
385,636,14
386,388,40
387,46,23
388,129,25
389,1000,32
390,35,119
391,23,99
392,168,21
393,463,117
394,329,81
395,103,57
396,88,96
397,879,28
398,83,86
399,687,80
400,1000,47
401,11,24
402,127,100
403,73,96
404,346,113
405,644,36
406,1000,100
407,136,86
408,1000,32
409,234,51
410,46,91
411,169,38
412,258,38
413,1000,70
414,85,19
415,22,14
416,1000,13
417,480,88
418,127,37
419,47,202
420,89,12
421,668,20
422,370,22
423,565,159
424,1000,116
425,61,24
426,47,81
427,1000,56
428,98,83
429,43,93
430,207,29
431,126,26
432,101,47
433,843,111
434,1000,234
435,237,60
436,485,122
437,246,23
438,652,64
439,611,11
440,46,53
441,505,97
442,162,28
443,114,11
444,1000,25
445,13,201
446,629,11
447,210,10
448,98,212
449,1000,17
450,660,37
451,75,266
452,137,129
453,264,33
454,761,50
455,658,149
456,1000,25
457,244,14
458,69,101
459,254,10
460,131,75
461,58,36
462,25,88
463,1000,15
464,47,15
465,171,52
466,48,12
467,939,43
468,50,174
469,169,155
470,138,39
471,286,64
472,81,203
473,128,66
474,406,104
475,155,171
476,190,99
477,671,9
478,139,36
479,1000,17
480,1000,70
481,129,70
482,115,24
483,379,44
484,119,10
485,633,69
486,210,58
487,513,51
488,76,32
489,529,117
490,874,23
491,338,91
492,57,121
493,393,12
494,144,20
495,114,89
496,326,119
497,1000,12
498,65,45
499,21,35
