episode,mujoco_steps,brax_steps
0,1000,177
1,1000,53
2,1000,286
3,1000,14
4,1000,325
5,1000,40
6,1000,543
7,1000,57
8,1000,95
9,1000,149
10,1000,432
11,1000,23
12,1000,216
13,1000,76
14,385,24
15,1000,34
16,14,11
17,425,49
18,106,14
19,413,38
20,1000,32
21,554,46
22,1000,27
23,52,107
24,208,50
25,771,78
26,237,22
27,1000,38
28,292,57
29,1000,60
30,1000,29
31,391,22
32,743,63
33,1000,44
34,497,139
35,1000,27
36,607,60
37,1000,135
38,1000,116
39,1000,25
40,880,25
41,1000,152
42,1000,46
43,1000,207
44,1000,17
45,703,136
46,1000,92
47,239,109
48,1000,86
49,540,97
50,1000,35
51,1000,136
52,1000,102
53,1000,398
54,1000,25
55,1000,81
56,1000,25
57,179,80
58,313,33
59,1000,110
60,331,51
61,44,86
62,844,52
63,209,18
64,729,18
65,1000,148
66,79,59
67,458,31
68,1000,36
69,1000,152
70,1000,61
71,1000,123
72,1000,20
73,633,61
74,1000,48
75,606,51
76,1000,42
77,305,48
78,618,95
79,270,166
80,454,149
81,143,298
82,257,106
83,589,211
84,1000,93
85,211,18
86,257,46
87,1000,19
88,1000,17
89,648,98
90,35,48
91,1000,24
92,1000,353
93,1000,110
94,1000,84
95,80,21
96,1000,16
97,314,19
98,136,31
99,299,96
100,1000,12
101,767,40
102,1000,64
103,155,141
104,1000,51
105,1000,27
106,906,25
107,1000,249
108,1000,132
109,26,60
110,1000,166
111,1000,128
112,596,341
113,1000,68
114,1000,36
115,1000,17
116,1000,135
117,1000,92
118,1000,133
119,1000,31
120,1000,53
121,1000,19
122,1000,33
123,1000,30
124,828,34
125,876,43
126,880,137
127,1000,47
128,106,65
129,541,174
130,113,314
131,1000,185
132,413,65
133,1000,60
134,811,159
135,1000,110
136,1000,181
137,323,47
138,629,55
139,30,58
140,327,143
141,559,36
142,1000,13
143,191,17
144,1000,269
145,19,27
146,589,118
147,745,163
148,1000,214
149,86,27
150,1000,154
151,1000,369
152,833,54
153,1000,38
154,1000,41
155,783,80
156,1000,30
157,115,70
158,1000,149
159,1000,99
160,91,59
161,1000,72
162,698,122
163,313,21
164,1000,204
165,1000,16
166,714,12
167,1000,90
168,1000,143
169,1000,16
170,237,316
171,1000,249
172,1000,53
173,733,130
174,609,98
175,1000,48
176,1000,111
177,1000,113
178,1000,21
179,165,8
180,1000,56
181,1000,231
182,1000,309
183,1000,192
184,203,30
185,1000,69
186,1000,111
187,1000,53
188,816,135
189,1000,90
190,1000,132
191,778,60
192,1000,40
193,1000,57
194,1000,54
195,678,199
196,1000,152
197,1000,125
198,1000,218
199,1000,35
200,1000,14
201,1000,89
202,1000,195
203,1000,31
204,1000,23
205,1000,305
206,1000,117
207,1000,44
208,1000,148
209,1000,7
210,318,325
211,1000,89
212,1000,190
213,1000,41
214,1000,134
215,1000,43
