episode,mujoco_steps,brax_steps
0,1000,30
1,1000,91
2,1000,27
3,1000,440
4,1000,155
5,1000,296
6,1000,48
7,1000,47
8,1000,244
9,1000,65
10,1000,78
11,1000,121
12,1000,326
13,1000,17
14,598,34
15,1000,14
16,1000,26
17,1000,71
18,1000,150
19,1000,13
20,1000,35
21,1000,179
22,1000,17
23,1000,37
24,262,24
25,318,57
26,1000,72
27,31,182
28,1000,42
29,1000,33
30,1000,99
31,1000,51
32,45,83
33,46,26
34,1000,13
35,1000,33
36,102,69
37,1000,50
38,336,38
39,1000,58
40,1000,138
41,359,41
42,1000,39
43,1000,223
44,1000,104
45,1000,32
46,1000,30
47,616,114
48,407,186
49,1000,55
50,190,11
51,1000,62
52,1000,87
53,1000,55
54,1000,182
55,1000,80
56,1000,241
57,23,63
58,1000,78
59,334,83
60,169,136
61,1000,94
62,1000,73
63,1000,17
64,1000,41
65,1000,112
66,350,30
67,1000,54
68,1000,102
69,263,58
70,453,67
71,1000,46
72,1000,333
73,68,160
74,1000,221
75,814,176
76,84,57
77,1000,84
78,1000,62
79,1000,313
80,1000,178
81,413,40
82,62,160
83,98,121
84,1000,67
85,1000,69
86,34,133
87,1000,127
88,1000,195
89,1000,125
90,1000,227
91,200,86
92,425,66
93,221,338
94,1000,97
95,325,39
96,82,146
97,1000,95
98,305,175
99,1000,35
100,1000,60
101,128,57
102,92,251
103,370,267
104,1000,167
105,1000,33
106,1000,181
107,694,134
108,1000,335
109,1000,202
110,1000,145
111,718,262
112,1000,102
113,1000,35
114,269,894
115,1000,490
116,515,90
117,124,166
118,1000,201
119,1000,132
120,1000,102
121,202,123
122,1000,283
123,1000,71
124,735,28
125,1000,59
126,1000,59
127,1000,227
128,800,308
129,1000,113
130,1000,231
131,206,207
132,1000,295
133,1000,609
134,502,317
135,1000,192
136,1000,354
137,1000,429
138,805,615
139,99,57
140,1000,48
141,417,211
142,1000,136
143,1000,1000
144,392,26
145,185,900
146,1000,40
147,1000,75
148,408,115
149,1000,481
150,1000,309
151,1000,212
152,1000,48
153,1000,174
154,1000,158
155,396,1000
156,1000,28
157,1000,310
158,1000,597
159,1000,426
160,1000,186
161,1000,315
162,1000,95
163,1000,267
164,1000,65
165,1000,1000
166,395,153
167,1000,52
168,1000,896
169,1000,245
170,1000,114
171,1000,239
172,1000,744
173,1000,399
174,923,91
175,642,76
176,1000,1000
177,1000,1000
178,212,19
179,1000,429
180,1000,393
181,1000,608
182,327,327
183,1000,277
184,1000,14
185,931,1000
186,1000,1000
187,1000,222
188,1000,413
189,1000,615
190,519,1000
191,352,131
192,1000,905
193,1000,407
194,1000,477
195,1000,902
196,1000,1000
197,1000,1000
198,1000,595
199,1000,222
200,127,537
201,1000,86
202,1000,285
203,1000,205
204,1000,1000
205,1000,223
206,1000,257
207,1000,37
208,419,583
209,178,124
210,1000,137
211,1000,352
212,82,1000
213,1000,1000
214,83,697
215,1000,79
216,1000,88
217,527,569
218,367,794
219,1000,1000
220,1000,1000
221,1000,280
222,1000,88
223,180,12
224,1000,555
225,477,59
226,1000,159
227,1000,1000
228,1000,1000
229,1000,30
230,585,71
231,1000,939
232,807,47
233,1000,1000
234,851,72
235,1000,152
236,504,1000
237,1000,555
238,1000,237
239,1000,85
240,11,194
241,815,252
242,10,1000
243,585,1000
244,1000,1000
245,1000,204
246,268,83
247,1000,661
248,1000,882
249,1000,32
250,613,849
251,786,326
252,1000,917
253,50,481
254,1000,246
255,1000,395
256,1000,1000
257,1000,202
258,1000,742
259,1000,1000
260,1000,98
261,1000,1000
262,1000,226
263,1000,1000
264,1000,683
265,1000,615
266,11,142
267,1000,935
268,1000,188
269,1000,472
270,1000,548
271,1000,1000
272,1000,504
273,1000,183
274,1000,1000
275,281,47
276,1000,362
277,1000,795
278,1000,887
279,52,531
280,1000,1000
281,1000,1000
282,1000,1000
283,168,140
284,1000,656
285,1000,1000
286,1000,144
287,1000,963
288,747,1000
289,1000,1000
290,1000,1000
291,1000,282
292,963,1000
293,980,453
294,1000,1000
295,1000,31
296,751,533
297,536,1000
298,1000,446
299,11,517
300,1000,93
301,1000,665
302,1000,496
303,1000,717
304,1000,521
305,1000,15
306,900,1000
307,11,1000
308,1000,924
309,1000,959
310,1000,1000
311,1000,928
312,390,332
313,1000,524
314,836,786
315,1000,58
316,287,1000
317,1000,1000
318,1000,157
319,1000,1000
320,820,815
321,122,1000
322,13,298
323,430,178
324,1000,955
325,1000,1000
326,1000,20
327,1000,778
