episode,mujoco_steps,brax_steps
0,1000,224
1,1000,139
2,1000,185
3,1000,99
4,1000,195
5,1000,280
6,1000,218
7,1000,253
8,1000,373
9,1000,92
10,1000,65
11,1000,116
12,1000,279
13,1000,69
14,276,23
15,274,24
16,1000,110
17,548,124
18,1000,20
19,1000,43
20,1000,123
21,1000,16
22,276,32
23,1000,78
24,1000,146
25,1000,27
26,1000,50
27,1000,22
28,1000,23
29,1000,31
30,102,61
31,1000,22
32,1000,21
33,1000,65
34,1000,48
35,49,55
36,755,40
37,68,57
38,383,39
39,128,142
40,1000,116
41,1000,113
42,436,24
43,1000,69
44,1000,21
45,1000,48
46,1000,82
47,573,43
48,1000,66
49,643,121
50,403,158
51,454,121
52,1000,22
53,185,43
54,1000,260
55,1000,240
56,1000,206
57,1000,77
58,1000,18
59,1000,96
60,1000,35
61,1000,95
62,1000,192
63,1000,62
64,1000,187
65,682,382
66,83,177
67,172,193
68,1000,501
69,1000,103
70,83,110
71,1000,305
72,1000,349
73,1000,60
74,1000,444
75,812,176
76,1000,509
77,70,625
78,765,446
79,72,307
80,372,119
81,436,213
82,1000,38
83,29,450
84,82,431
85,1000,43
86,224,65
87,1000,212
88,1000,28
89,196,328
90,107,368
91,122,207
92,1000,479
93,441,364
94,273,1000
95,362,342
96,212,578
97,1000,1000
98,1000,876
99,167,64
100,1000,398
101,1000,1000
102,266,254
103,1000,316
104,1000,222
105,22,36
106,1000,117
107,314,701
108,1000,74
109,1000,827
110,1000,129
111,1000,50
112,1000,706
113,1000,749
114,100,342
115,1000,1000
116,1000,331
117,1000,130
118,1000,11
119,686,1000
120,234,247
121,167,38
122,1000,397
123,316,27
124,1000,112
125,1000,1000
126,1000,86
127,1000,36
128,1000,23
129,231,822
130,514,99
131,1000,422
132,1000,295
133,282,432
134,1000,1000
135,923,57
136,1000,168
137,566,773
138,1000,13
139,1000,705
140,1000,758
141,1000,96
142,1000,368
143,1000,194
144,1000,760
145,65,329
146,1000,181
147,28,194
148,265,192
149,159,277
150,1000,138
151,1000,663
152,1000,891
153,610,238
154,384,196
155,1000,72
156,1000,54
157,217,71
158,70,13
159,1000,54
160,1000,141
161,586,50
162,1000,1000
163,1000,39
164,1000,73
165,1000,417
166,640,1000
167,1000,1000
168,760,280
169,1000,385
170,1000,509
171,1000,1000
172,392,879
173,1000,647
174,1000,186
175,438,29
176,1000,195
177,869,198
178,56,632
179,1000,1000
180,20,289
181,1000,284
182,440,391
183,353,632
184,1000,838
185,1000,24
186,85,200
187,1000,1000
188,690,1000
189,1000,443
190,1000,114
191,1000,531
192,365,382
193,593,1000
194,1000,147
195,151,30
196,628,34
197,1000,62
198,257,127
199,1000,133
200,1000,16
201,1000,135
202,1000,508
203,1000,582
204,1000,238
205,1000,405
206,1000,105
207,1000,30
208,1000,327
209,50,954
210,1000,753
211,1000,13
212,1000,105
213,1000,222
214,107,55
215,1000,41
216,1000,91
217,1000,199
218,1000,850
219,140,55
220,264,29
221,10,19
222,1000,133
223,330,52
224,350,985
225,1000,68
226,74,106
227,676,626
228,1000,750
229,1000,452
230,19,155
231,381,23
232,1000,293
233,496,1000
234,1000,438
235,1000,124
236,1000,589
237,16,226
238,1000,84
239,1000,35
240,410,372
241,1000,820
242,1000,295
243,43,654
244,422,253
245,1000,222
246,862,415
247,1000,74
248,1000,464
249,1000,811
250,1000,743
251,1000,376
252,584,470
253,1000,308
254,1000,300
255,1000,52
256,146,55
257,1000,94
258,1000,16
259,1000,190
260,1000,15
261,1000,187
262,1000,656
263,10,105
264,1000,329
265,1000,16
266,1000,178
267,1000,1000
268,20,1000
269,1000,42
270,1000,584
271,92,55
272,672,190
273,304,371
274,1000,239
275,1000,703
276,1000,251
277,1000,12
278,1000,180
279,1000,474
280,1000,46
281,1000,219
282,262,135
283,243,1000
284,124,214
285,1000,1000
286,211,174
287,1000,1000
288,1000,407
289,1000,577
