episode,mujoco_steps,brax_steps
290,1000,663
291,645,685
292,739,94
293,1000,129
294,1000,1000
295,380,108
296,1000,44
297,1000,547
298,1000,70
299,694,196
300,1000,512
301,1000,102
302,1000,138
303,654,99
304,76,231
305,180,1000
306,1000,911
307,464,172
308,1000,756
309,1000,1000
310,1000,208
311,1000,566
312,1000,78
313,539,10
314,1000,852
315,1000,1000
316,1000,458
317,1000,1000
318,298,152
319,197,39
320,473,415
321,1000,97
322,1000,195
323,1000,74
324,92,223
325,585,354
326,312,74
327,678,13
328,773,268
329,301,1000
330,1000,460
331,904,59
332,1000,690
333,1000,713
334,49,454
335,248,443
336,1000,510
337,1000,162
338,1000,389
339,106,20
340,1000,1000
341,1000,835
342,1000,1000
343,340,22
344,1000,217
345,555,435
346,1000,395
347,1000,142
348,1000,200
349,29,77
350,922,232
351,440,288
352,1000,352
353,786,255
354,1000,194
355,379,181
356,37,1000
357,1000,90
358,1000,197
359,1000,129
360,1000,15
361,1000,782
362,1000,38
363,1000,937
364,1000,56
365,513,212
366,607,256
367,1000,372
368,1000,53
369,1000,862
370,1000,502
371,1000,139
372,1000,229
373,1000,272
374,1000,660
375,319,129
376,11,988
377,1000,1000
378,1000,130
379,1000,41
380,262,493
381,1000,68
382,512,12
383,291,21
384,1000,209
385,49,504
386,535,14
387,1000,36
388,1000,1000
389,25,126
390,103,96
391,1000,497
392,268,235
393,806,1000
394,23,719
395,1000,314
396,562,135
397,1000,1000
398,1000,585
399,1000,806
400,1000,1000
401,549,274
402,1000,349
403,1000,42
404,11,226
405,1000,1000
406,1000,302
407,1000,44
408,333,150
409,18,208
410,1000,485
411,892,648
412,1000,135
413,1000,562
414,1000,494
415,1000,1000
416,1000,815
417,662,144
418,13,206
419,835,172
420,712,564
421,31,120
422,1000,516
423,1000,100
424,1000,88
425,1000,149
426,1000,177
427,1000,193
428,372,215
429,1000,23
430,718,23
431,1000,1000
432,1000,140
433,509,333
434,55,47
435,1000,119
436,1000,491
437,1000,630
438,369,88
439,1000,155
440,263,169
441,432,1000
442,222,291
443,1000,78
444,1000,148
445,296,47
446,1000,450
447,1000,53
448,1000,498
449,191,201
450,1000,932
451,1000,92
452,1000,147
453,1000,178
454,1000,622
455,980,476
456,87,330
457,1000,249
458,254,699
459,1000,56
460,275,283
461,524,39
462,1000,289
463,1000,38
464,375,11
465,23,114
466,1000,45
467,1000,320
468,1000,151
469,181,73
470,1000,100
471,1000,53
472,513,21
473,136,122
474,1000,559
475,1000,324
476,25,398
477,1000,122
478,577,1000
479,1000,118
480,290,94
481,234,336
482,1000,404
483,586,414
484,1000,39
485,1000,659
486,1000,294
487,225,397
488,1000,750
489,279,221
490,1000,280
491,1000,753
492,1000,827
493,1000,312
494,1000,643
495,885,785
496,1000,66
497,1000,221
498,836,198
499,694,80
500,1000,106
501,899,97
502,1000,728
503,1000,688
504,1000,607
505,287,11
506,280,345
507,1000,318
508,1000,825
509,469,414
510,1000,585
511,1000,144
512,1000,33
513,236,321
514,53,15
515,625,371
516,1000,1000
517,1000,452
518,1000,265
519,1000,592
520,914,150
521,1000,163
522,983,783
523,1000,497
524,1000,386
525,1000,310
526,1000,643
527,55,24
528,1000,260
529,1000,303
530,682,607
531,492,589
532,529,211
533,1000,225
534,1000,32
535,1000,331
536,147,470
537,1000,14
538,1000,300
539,231,1000
540,1000,284
541,1000,951
542,1000,62
543,1000,138
544,250,111
545,810,204
546,32,546
547,1000,117
548,965,314
549,1000,308
550,1000,767
551,1000,796
552,1000,522
553,1000,1000
554,1000,539
555,1000,317
556,572,544
557,1000,255
558,460,393
559,1000,647
560,1000,17
561,1000,493
562,1000,27
563,1000,748
564,1000,682
565,1000,137
566,528,696
567,566,283
568,1000,66
569,1000,247
570,639,594
571,1000,961
572,1000,1000
573,1000,126
574,1000,40
575,277,1000
576,923,499
577,1000,8
578,1000,342
579,1000,21
580,1000,68
581,1000,173
582,59,14
583,1000,415
584,1000,815
585,170,254
586,1000,552
587,290,448
588,1000,257
589,1000,905
590,848,90
591,1000,1000
592,635,104
593,529,351
594,911,602
595,1000,65
596,1000,209
597,1000,782
598,93,276
599,1000,66
600,1000,197
601,1000,785
602,1000,32
603,1000,11
604,1000,344
605,616,80
606,12,502
607,1000,188
608,1000,1000
609,389,240
610,1000,356
611,23,457
612,1000,28
613,323,11
614,199,135
615,1000,12
616,307,114
617,154,241
618,1000,168
619,1000,758
620,1000,499
621,1000,934
622,566,141
623,1000,269
624,398,112
625,1000,61
626,1000,144
627,1000,904
628,1000,395
629,1000,214
630,1000,257
631,1000,160
632,301,1000
633,447,1000
634,1000,406
635,478,1000
636,1000,59
637,227,32
638,70,66
639,1000,373
640,1000,35
641,410,646
642,712,566
643,1000,243
644,1000,158
645,1000,625
646,1000,25
647,831,30
648,1000,934
649,1000,267
650,546,264
651,87,162
652,1000,108
653,1000,160
654,1000,192
655,351,186
656,1000,1000
657,1000,350
658,1000,357
659,1000,1000
660,311,144
661,740,1000
662,1000,11
663,1000,311
664,720,23
665,1000,231
666,1000,716
667,760,804
668,1000,101
669,1000,1000
670,34,30
671,1000,157
672,1000,104
673,1000,467
674,1000,1000
675,1000,488
676,1000,80
677,680,1000
678,1000,29
679,22,155
680,1000,187
681,505,195
682,1000,474
683,1000,577
684,1000,198
685,1000,388
686,780,1000
687,1000,250
688,860,1000
689,440,488
690,556,17
691,1000,568
692,1000,601
693,844,391
694,1000,606
695,1000,802
696,1000,381
697,1000,302
698,557,59
699,738,12
700,1000,131
701,420,985
702,301,310
703,221,43
704,1000,987
705,979,211
706,782,28
707,583,272
708,1000,280
709,1000,129
710,1000,172
711,1000,1000
712,963,658
713,1000,511
714,1000,301
715,405,364
716,76,763
717,1000,599
718,969,220
719,260,686
720,1000,99
721,180,16
722,1000,724
723,93,1000
724,1000,231
725,473,82
726,1000,1000
727,1000,1000
728,1000,309
729,57,247
730,100,375
731,1000,58
732,740,116
733,1000,362
734,1000,523
735,309,45
736,617,96
737,1000,210
738,936,459
739,1000,407
740,1000,284
