episode,mujoco_reward,brax_reward
0,969.5099779077468,23.36053556203842
1,926.2233177689867,492.8242069259286
2,923.9708044556933,29.1623193025589
3,940.1689373001487,335.9716166825965
4,960.8342429364892,-11.8280049264431
5,927.5620391271498,253.5303425602615
6,972.8442222686103,165.67649184539914
7,956.442656697056,123.7137350961566
8,956.0748549377441,393.77137391641736
9,963.5178795724601,233.89042999595404
10,988.1242180974795,932.8914318531752
11,967.3343720814254,42.961500719189644
12,968.2792617797506,113.25362552329898
13,46.05160448809748,-2.9320268034934998
14,-11.951373906335345,17.917686879634857
15,7.7477145198676585,6.990948796272278
16,-160.10813864360156,16.426911771297455
17,-52.0841158613281,-7.309119462966919
18,43.28662248782255,31.91129434108734
19,113.02719687906118,55.82776588201523
20,10.550048534154092,2.26582670211792
21,85.83191843324536,-3.638773560523987
22,15.674699906973505,11.768806010484695
23,513.3486072017064,-0.9076843857765198
24,249.69226928118863,69.23913899064064
25,499.1790432580691,2.5558331310749054
26,32.4676741491775,27.940596491098404
27,638.8514207733226,-10.894865587353706
28,640.0648681363223,112.91151347756386
29,61.08587845191814,43.13840335607529
30,100.44334220146719,45.296522080898285
31,566.0708405126871,64.58138144016266
32,455.14388845181213,55.46283185482025
33,464.20345692501144,27.428713500499725
34,436.4376500973939,27.46379667520523
35,69.88254256888928,28.479855209589005
36,478.11090440643375,-0.9355392456054688
37,136.73441725182045,4.280731916427612
38,294.32759003073016,9.89958506822586
39,17.95311203693451,20.97463035583496
40,410.1735858980937,20.314031839370728
41,340.5596196123153,30.96920982003212
42,749.6471940149542,100.81715559959412
43,39.61529568667744,23.187799334526062
44,408.8638380017821,39.465448796749115
45,727.9381718050083,7.1882301568984985
46,46.43006969923753,47.798240065574646
47,87.57136661550548,79.71998143196106
48,724.6135288708784,95.30908676981926
49,63.16542913870603,14.430841900408268
50,257.69985653501703,8.646008849143982
51,588.678726724955,35.77239215373993
52,644.2246031634324,43.4552860558033
53,218.11789992670643,2.2941129207611084
54,751.7621094716807,49.34236478805542
55,27.846398597663548,85.08181351423264
56,637.9212683697484,17.72581148147583
57,81.05155681854973,82.2049954533577
58,186.37608409914637,-4.093563139438629
59,606.2726814120654,82.11213636398315
60,705.6178248294058,30.801468312740326
61,197.3681790965503,68.44852700829506
62,143.23521984383257,14.412312000989914
63,352.9263254665843,1.2201440632343292
64,254.89348991484036,-28.402155958116055
65,26.857607477945532,25.293826386332512
66,592.6305981991461,34.28663980960846
67,539.1807308860457,0.2874343991279602
68,742.4702204661035,57.56246215105057
69,667.8903780760603,35.314994141459465
70,568.9481129668283,98.78860366344452
71,634.5401627281713,42.72699126601219
72,319.96997003258485,58.63989984989166
73,414.81629438982435,56.240243792533875
74,589.7957260461457,28.38684219121933
75,529.3194246654881,47.714615762233734
76,236.33023562261965,34.8881961107254
77,585.441592685854,12.076120018959045
78,219.87183022430165,113.66477014124393
79,121.61760805984217,69.66169458627701
80,136.76743400217993,63.61675190925598
81,713.8348427965095,43.959993958473206
82,771.184946236981,25.83516800403595
83,701.9307570877735,19.573097944259644
84,747.6722400172774,77.2843262553215
85,36.34978234350082,45.7158020734787
86,181.19392785028165,28.13336831331253
87,246.79719202123647,63.14533831179142
88,730.6932854920369,81.01058751344681
89,263.74949208732414,32.93415367603302
90,375.737959589308,73.3479705452919
91,145.7391961957136,7.868263006210327
92,322.4749913433885,56.97378617525101
93,2.6907209522557958,85.35514658689499
94,616.0558172115502,35.51437699794769
95,631.3859091928932,39.73010587692261
96,371.1065049261469,107.77786110341549
97,198.68877427670225,4.8181522488594055
98,534.0778403672451,150.48145830631256
99,413.5921395684591,133.5623498558998
100,509.55153896497706,26.97418600320816
101,412.77381408824715,44.50037807226181
102,433.63123120622345,21.473404109477997
103,454.3640582063636,36.40919733047485
104,171.87392054575972,83.11373400688171
105,500.4918570128807,30.51998245716095
106,202.51116639608097,114.03806683421135
107,621.2339386577933,54.09437835216522
108,643.535714311719,56.2176393866539
109,616.1835529729759,4.846273183822632
110,309.75265546490647,80.6941791176796
111,704.8782460996024,82.21693068742752
112,429.8041000224454,18.20743054151535
113,585.3489962436045,10.41637533903122
114,710.553426183122,154.46667835116386
115,20.072425718929782,6.969560980796814
116,342.7316556463884,-12.052009731531143
117,456.3263452307946,26.837714061141014
118,180.9634929016101,135.11967831850052
119,567.241062141386,76.81984531879425
120,236.64433692637343,76.16633832454681
121,513.9994919068678,125.96270206570625
122,233.3320783077911,37.4890900850296
123,108.01352178340127,5.094844937324524
124,443.09051897257893,105.66301012039185
125,271.53906059044635,25.18325263261795
126,324.75399264668744,19.256781965494156
127,178.0379363921051,40.418908789753914
128,200.57465609158817,160.74398782849312
129,138.8633262857415,27.000558346509933
130,247.9992694274905,149.48495668172836
131,270.40895688026114,36.75220149755478
132,234.7569722336138,49.46565416455269
133,587.5625312677814,43.749675035476685
134,520.0157068299137,19.900195360183716
135,329.0177987479974,34.69134560227394
136,-92.86123534151955,10.093420028686523
137,697.6049140534685,83.60725510120392
138,800.0851976794492,139.31555220484734
139,283.2620559035463,96.99134835600853
140,361.21071427093034,91.66724652051926
141,574.4512516479841,12.542222261428833
142,278.9336274357066,72.14855003356934
143,254.42694595677332,85.14146143198013
144,727.9130557871563,185.17887794971466
145,-115.11590880982693,85.38867987692356
146,706.81221786854,84.10505777597427
147,677.052819296684,108.8389881849289
148,-89.66532368063456,109.68763722479343
149,635.2607833261958,57.6059278100729
150,499.7162655203843,441.44968488812447
151,224.50048750606828,69.2582605779171
152,679.4990553321811,100.10190054774284
153,242.9246676519008,163.89155027270317
154,404.8019291431357,11.236973881721497
155,694.8305518877157,88.37508137524128
156,13.349635387442087,54.29574891924858
157,39.09366883180434,81.73105004429817
158,209.69536428756626,48.126664996147156
159,-482.7563964716338,60.04330688714981
160,736.5232927438227,90.44843181967735
161,637.3271068232183,6.755035936832428
162,678.4713892644781,103.52141579985619
163,500.84792762210395,14.011805891990662
164,621.2641217932271,139.46507716178894
165,240.82206357251926,53.515435084700584
166,611.3423341700166,26.035332202911377
167,526.7174534139267,33.848295867443085
168,514.0985917957173,216.06391528248787
169,633.2309763587165,16.845241010189056
170,52.177055451309386,6.786611914634705
171,522.1952709928803,165.74653869867325
172,629.2750040121562,168.3952580988407
173,249.00080261951655,25.382362723350525
174,641.4418230415359,38.0644046664238
175,700.125065302087,135.43070149421692
176,414.63826993957053,248.9293211698532
177,701.1139806030634,35.41267713904381
178,558.9329975624539,97.39446687698364
179,666.1941519008798,119.45347592234612
180,517.6575086596594,112.44390165805817
181,255.01169981999698,20.10729843378067
182,642.2801702188659,36.886828780174255
183,357.9238592685212,115.85566890239716
184,699.7597833400308,56.355612352490425
185,641.2587654908413,13.731737673282623
186,174.34027783477305,94.2196686565876
187,-320.3097810240402,28.529116332530975
188,245.31029970107716,39.70848125219345
189,-52.27243030139668,120.9172697365284
190,837.9634643055009,78.42845931649208
191,108.05255420466759,76.34305080771446
192,659.6830641562226,6.644432544708252
193,255.66263619937564,99.31262123584747
194,119.97876110861445,88.14983227849007
195,641.3266951604116,41.3173143863678
196,681.1831297998497,18.44963911175728
197,674.5630315083107,176.58990247547626
198,215.86012615027303,94.38715124130249
199,390.0736887443642,156.36896806955338
200,644.4067374436154,18.353231459856033
201,699.6621991202364,18.61658865213394
202,471.83328288139415,63.40686249732971
203,811.0083884704944,130.1230469942093
204,719.5317937275355,40.940007627010345
205,223.82654740570314,47.9883628487587
206,862.7171534067354,57.76873528957367
207,371.2561360265924,100.6150281727314
208,679.9358621269693,78.38916656374931
209,342.8822883543996,159.96261528134346
210,844.44129034191,127.98497799038887
211,619.0276389459964,8.1522316634655
212,531.8534849182338,80.87826699018478
213,600.98946843076,135.59737807512283
214,683.6167247538735,1.9168620705604553
215,670.6745600655009,80.45279356837273
216,724.7557392712749,171.72365510463715
217,166.87039492499818,105.25387264788151
218,98.78579705662531,57.11899122595787
219,470.4367303890392,11.518996715545654
220,769.7874039540128,13.917392909526825
221,644.7291864416343,272.4707120358944
222,620.7499480499891,131.57083448767662
223,591.8476420567871,67.36383962631226
224,489.45473132105667,86.14621216058731
225,600.1243212173947,2.495747923851013
226,530.941860382343,11.160672545433044
227,72.03943779338347,124.64956310391426
228,-552.8980768904892,216.97950559854507
229,598.1110195684668,137.1199022680521
230,576.494426392706,296.6454024016857
231,664.664417694625,90.51935809850693
232,37.48162476368077,92.06031227111816
233,256.5142072227341,68.20894214510918
234,469.50018658811166,64.23370385169983
235,605.0538629418957,35.4481460750103
236,-623.1219951460902,127.99005423486233
237,614.9332153992021,132.4019665569067
238,69.59045904484256,-9.838504552841187
239,-466.1469078675007,51.201355800032616
240,786.9116267255471,195.9213569164276
241,603.5679579471731,46.68992280960083
242,858.685901565503,47.56993895769119
243,812.9278202626124,13.698206663131714
244,799.3169001077638,39.73674917221069
245,818.5845566454661,13.991275131702423
246,123.70412834791536,98.64524048566818
247,817.6094282944678,68.82472342252731
248,816.3283601256871,71.66385370492935
249,502.72471108276073,9.32388722896576
250,388.87215504349706,121.91708195209503
251,706.192232428785,129.97361174225807
252,457.18523878899896,19.766538113355637
253,59.81477639561983,164.96397185325623
254,696.0386089407632,0.182925283908844
255,708.8598255877471,15.086546421051025
256,214.84913394052884,85.93704307079315
257,905.6120360867053,47.95478081703186
258,698.029955030198,168.23395723104477
259,567.7180141949792,30.744917809963226
260,725.9817968590188,8.528058379888535
261,558.8993311605419,97.2399834394455
262,105.54022784739959,28.148133754730225
263,935.7654619707512,-0.10155224800109863
264,557.3165197657898,62.20117935538292
265,660.2846818481993,197.16115272045135
266,948.2378835540819,223.52395701408386
267,557.7680913647589,77.70749896764755
268,718.6320614559261,140.6891007423401
269,352.8196053594478,267.7488828599453
270,114.21251846939651,86.48012992739677
271,642.8383733116889,47.79588180780411
272,673.1121760415106,114.25807106494904
273,105.46617060682115,8.519149422645569
274,870.0184941363332,362.3948892802
275,588.5980893275582,127.56510186195374
276,454.47403779650455,107.25543868541718
277,-273.7496137740823,101.64524292945862
278,243.08056215177206,74.62695455551147
279,716.0146701467863,1.0621264576911926
280,270.5133522303128,60.637890338897705
281,928.2413009155672,23.847348630428314
282,-324.5852312049652,19.07998126745224
283,892.5669169259378,45.72620838880539
284,829.1245186496797,298.595626860857
285,960.0155385829725,35.48057869076729
286,497.91894836318636,110.2155247926712
287,41.27029496927414,129.0321834385395
288,752.4170466945618,140.56359669566154
289,266.6509732085349,18.046305179595947
290,-274.85843657060025,145.5833584666252
291,988.0043376398567,47.804443418979645
292,922.0438764449236,175.62054204940796
293,1001.8625529912072,43.00644272565842
294,172.9691484836713,28.064211010932922
295,522.6741219006569,344.5658908486366
296,860.0667830010515,97.94856828451157
297,11.600175223453721,61.978226482868195
298,-458.273030500766,17.066514015197754
299,-341.2661083935134,79.1846493780613
300,838.1844984949383,31.653308153152466
301,-602.0620989943711,4.216022074222565
302,81.15641974832596,352.7678579092026
303,517.4195879573464,14.600716650485992
304,297.76403639438655,394.72718727588654
305,-243.93513634235885,542.8320554494858
306,-217.0155426763825,21.708299696445465
307,834.5013543340099,373.46447122097015
308,-239.18472919824166,184.21060860157013
309,951.0799509440443,206.08718848228455
310,457.19478797362854,217.08958822488785
311,1099.129634006243,208.93801093101501
312,250.63234654169185,100.25440469384193
313,184.2281966595008,101.47257021069527
314,1114.320457207258,234.69006955623627
315,897.5955829282174,185.6269834637642
316,417.32862001178984,93.70883649587631
