episode,td_error
2,0.9334228
2,0.84124565
2,0.6802218
2,0.553154
2,0.43975464
2,0.39658773
2,0.32899398
2,0.27988178
2,0.33504117
2,0.32970786
2,0.36560455
2,0.3462602
2,0.35519192
2,0.34237623
2,0.3089317
2,0.30024284
2,0.2736267
2,0.2784027
2,0.28301334
2,0.28840065
2,0.3107969
2,0.2690275
2,0.27892035
2,0.27764043
2,0.24293266
2,0.25412238
2,0.24002095
2,0.2626884
2,0.24336082
2,0.23511934
2,0.2488751
2,0.22181907
2,0.219409
2,0.21662965
2,0.21795021
2,0.22064787
2,0.18225862
2,0.20819363
2,0.17230836
2,0.18477017
2,0.1673562
2,0.16369344
2,0.17086859
2,0.17183682
2,0.16552281
2,0.16711628
2,0.14659968
2,0.14188111
2,0.1394183
2,0.14787503
2,0.1475837
2,0.14700934
2,0.16543265
2,0.1339493
2,0.14754334
2,0.13546263
2,0.12915264
2,0.12596458
2,0.14440209
2,0.13183817
2,0.12140397
2,0.12955175
2,0.11750792
2,0.109273985
2,0.115415074
2,0.11197142
2,0.097839594
2,0.11773279
2,0.11072585
2,0.09627902
2,0.09749244
2,0.11464316
2,0.10160571
2,0.09002891
2,0.10917854
2,0.09380834
2,0.108405046
2,0.10132845
2,0.109696686
2,0.09108992
2,0.09602833
2,0.10200482
2,0.10694792
2,0.095262766
2,0.10060874
2,0.11549931
2,0.10565493
2,0.10087566
2,0.099940315
2,0.09097932
2,0.10735678
2,0.1015327
2,0.09375147
2,0.09292729
2,0.10026197
2,0.091853835
2,0.091396436
2,0.09623896
2,0.09605886
2,0.09857328
2,0.09790063
2,0.09687117
2,0.08828612
2,0.0879351
2,0.09540832
2,0.088056445
2,0.08478726
2,0.0956317
2,0.07973282
2,0.088519976
2,0.09040101
2,0.08907963
2,0.090441
2,0.09016685
2,0.09477131
2,0.08886321
2,0.092519894
2,0.08699224
2,0.10157587
2,0.09782535
2,0.09015171
2,0.08107263
2,0.09513812
2,0.0864829
2,0.10427189
2,0.082390025
2,0.08205086
2,0.08341051
2,0.07871255
2,0.087518714
2,0.09099625
2,0.08875964
2,0.091313966
2,0.086755216
2,0.08813904
2,0.08547664
2,0.08273398
2,0.085591905
2,0.08963489
2,0.08866055
2,0.08277485
2,0.08659021
2,0.08358148
2,0.088500515
2,0.07307003
2,0.08297682
2,0.0798874
2,0.086953826
2,0.07879316
2,0.081104174
2,0.083203524
2,0.08547087
2,0.07984559
2,0.082
2,0.0826313
2,0.079995945
2,0.08457449
2,0.0845889
2,0.080016255
2,0.07730098
2,0.08049855
2,0.079725
2,0.07345685
2,0.08050495
2,0.07940936
2,0.07870536
2,0.07905562
2,0.08238343
2,0.0762605
2,0.07707551
2,0.08327825
2,0.08367418
2,0.080290034
2,0.073511355
2,0.08248787
2,0.08304972
2,0.07437594
2,0.08322476
2,0.08041714
2,0.09077669
2,0.08609228
2,0.07287632
2,0.08306666
2,0.077948615
2,0.08061394
2,0.072096005
2,0.083705835
2,0.073767886
2,0.08326978
2,0.08197035
2,0.07901617
2,0.07851515
2,0.07562876
2,0.07674968
2,0.084010005
2,0.08508309
2,0.07528637
2,0.07826889
2,0.08239299
2,0.07517482
2,0.086048245
2,0.081975214
2,0.08105091
2,0.08079173
2,0.08120741
2,0.07136685
2,0.084481046
2,0.0795743
2,0.078926876
2,0.087843336
2,0.0774605
2,0.07527514
2,0.0813244
2,0.08131276
2,0.08150551
2,0.07316779
2,0.09410414
2,0.07764684
2,0.07298258
2,0.073691435
2,0.07736699
2,0.07624622
2,0.0712644
2,0.08126864
2,0.06779232
2,0.082693964
2,0.078458905
