episode,mujoco_steps,brax_steps
375,514,403
376,444,1000
377,932,1000
378,59,248
379,1000,634
380,289,301
381,843,1000
382,1000,206
383,919,963
384,109,285
385,240,358
386,47,165
387,79,890
388,445,904
389,706,276
390,1000,1000
391,1000,290
392,1000,202
393,133,1000
394,643,337
395,1000,407
396,568,188
397,148,403
398,358,299
399,1000,243
400,697,409
401,1000,754
402,207,97
403,1000,1000
404,1000,1000
405,1000,782
406,1000,1000
407,1000,1000
408,440,1000
409,528,131
410,1000,431
411,693,636
412,118,716
413,1000,13
414,636,1000
415,384,1000
416,1000,159
417,1000,1000
418,966,1000
419,277,290
420,1000,702
421,522,13
422,1000,569
423,265,58
424,14,215
425,1000,413
426,1000,89
427,1000,1000
428,708,1000
429,1000,205
430,1000,1000
431,1000,85
432,1000,29
433,1000,1000
434,1000,905
435,1000,1000
436,154,786
437,639,204
438,577,1000
439,1000,1000
440,1000,966
441,1000,1000
442,1000,534
443,1000,609
444,1000,231
445,1000,1000
446,1000,15
447,1000,202
448,207,156
449,1000,703
450,306,434
451,1000,733
452,388,200
453,61,359
454,432,1000
455,1000,63
456,643,73
457,283,234
458,784,991
459,1000,21
460,24,1000
461,1000,1000
462,1000,1000
463,1000,1000
464,935,748
465,1000,435
466,726,1000
467,1000,1000
468,1000,269
469,1000,1000
470,1000,412
471,1000,130
472,610,258
473,784,109
474,1000,1000
475,1000,361
476,1000,607
477,527,66
478,600,26
479,244,227
480,410,30
481,1000,1000
482,1000,1000
483,1000,403
484,685,282
485,1000,571
486,1000,834
487,144,472
488,1000,124
489,969,122
490,1000,277
491,532,171
492,265,1000
493,378,312
494,351,155
495,1000,52
496,1000,866
497,1000,500
498,378,267
499,1000,352
