episode,mujoco_steps,brax_steps
0,1000,55
1,1000,275
2,1000,22
3,1000,27
4,1000,98
5,1000,39
6,1000,170
7,1000,85
8,1000,111
9,1000,57
10,1000,222
11,1000,50
12,1000,53
13,1000,674
14,1000,51
15,112,21
16,1000,19
17,411,38
18,1000,25
19,1000,43
20,1000,152
21,1000,36
22,277,11
23,1000,91
24,1000,15
25,1000,75
26,1000,58
27,803,35
28,302,103
29,1000,20
30,1000,44
31,1000,22
32,483,82
33,1000,253
34,1000,80
35,57,67
36,864,47
37,137,48
38,1000,43
39,139,60
40,1000,11
41,224,75
42,899,21
43,1000,15
44,560,221
45,21,42
46,1000,139
47,130,42
48,287,24
49,1000,116
50,1000,96
51,1000,100
52,1000,47
53,868,158
54,582,101
55,1000,36
56,36,45
57,1000,63
58,737,95
59,1000,105
60,1000,134
61,94,53
62,1000,130
63,548,27
64,1000,74
65,1000,84
66,69,17
67,1000,129
68,173,199
69,1000,96
70,1000,137
71,1000,10
72,114,89
73,92,100
74,810,157
75,197,61
76,20,151
77,396,235
78,376,84
79,1000,171
80,1000,9
81,290,103
82,236,66
83,1000,260
84,148,69
85,135,68
86,280,39
87,69,18
88,366,21
89,200,109
90,308,60
91,262,145
92,1000,51
93,152,30
94,61,144
95,216,121
96,1000,76
97,1000,72
98,51,19
99,333,25
100,463,49
101,564,60
102,247,244
103,1000,154
104,591,282
105,1000,159
106,1000,129
107,151,212
108,292,316
109,1000,142
110,161,247
111,132,49
112,96,251
113,1000,77
114,275,85
115,1000,69
116,71,86
117,247,71
118,1000,26
119,1000,13
120,567,190
121,611,117
122,250,280
123,1000,57
124,1000,143
125,38,145
126,248,23
127,1000,26
128,457,82
129,304,128
130,903,351
131,1000,45
132,1000,177
133,791,565
134,1000,753
135,1000,70
136,1000,327
137,457,519
138,1000,115
139,247,30
140,162,226
141,1000,66
142,856,77
143,307,729
144,180,199
145,304,277
146,1000,93
147,605,108
148,27,1000
149,1000,810
150,1000,1000
151,170,1000
152,143,249
153,1000,164
154,88,32
155,149,394
156,250,379
157,437,22
158,231,518
159,1000,347
160,101,152
161,456,97
162,110,674
163,220,231
164,1000,1000
165,1000,200
166,108,1000
167,1000,331
168,74,233
169,1000,432
170,901,495
171,44,55
172,111,1000
173,1000,451
174,1000,118
175,96,33
176,1000,738
177,362,36
178,1000,272
179,1000,400
180,1000,393
181,1000,9
182,162,318
183,859,478
184,79,758
185,48,156
186,1000,1000
187,420,130
188,1000,119
189,152,65
190,122,210
191,542,119
192,1000,1000
193,1000,1000
194,1000,200
195,1000,151
196,454,275
197,186,608
198,67,213
199,1000,177
200,149,17
201,158,551
202,463,1000
203,43,61
204,125,123
205,83,807
206,534,64
207,88,20
208,1000,206
209,1000,138
210,1000,133
211,1000,990
212,1000,685
213,1000,108
214,32,357
215,1000,104
216,381,227
217,70,1000
218,1000,190
219,143,193
220,1000,1000
221,392,25
222,49,1000
223,390,1000
224,712,263
225,210,1000
226,437,628
227,158,72
228,245,784
229,1000,865
230,1000,942
231,619,87
232,1000,1000
233,1000,22
234,21,1000
235,52,160
236,47,835
237,1000,249
238,1000,30
239,1000,1000
240,1000,436
241,343,280
242,47,232
243,1000,1000
244,1000,1000
245,1000,40
246,1000,1000
247,1000,19
248,254,338
249,192,618
250,281,604
251,1000,362
252,404,172
253,189,216
254,1000,338
255,1000,13
256,303,21
257,517,5
258,1000,355
259,128,443
260,340,428
261,1000,1000
262,541,744
263,1000,250
264,62,44
265,1000,110
266,244,98
267,1000,159
268,1000,1000
269,1000,136
270,322,1000
271,358,1000
272,20,56
273,1000,356
274,870,1000
275,1000,95
276,431,470
277,311,978
278,1000,539
279,184,1000
280,15,1000
281,153,684
282,1000,1000
283,1000,183
284,1000,918
285,60,275
286,1000,554
287,23,1000
288,1000,1000
289,162,735
290,106,327
291,1000,1000
292,667,1000
293,1000,639
294,1000,260
295,144,1000
296,1000,1000
297,1000,1000
298,167,996
299,1000,840
300,104,1000
301,119,1000
302,1000,365
303,344,342
304,133,1000
305,1000,80
306,1000,356
307,938,688
308,21,58
309,1000,1000
310,1000,1000
311,682,36
312,34,30
313,506,53
314,246,599
315,1000,1000
316,115,119
317,476,753
318,1000,1000
319,306,338
320,148,1000
321,1000,1000
322,1000,529
323,193,754
324,1000,1000
325,99,10
326,214,1000
327,1000,223
328,1000,45
329,695,1000
330,513,1000
331,594,1000
332,471,1000
333,493,1000
334,493,110
335,1000,96
336,1000,740
337,463,1000
338,916,1000
339,193,868
340,1000,1000
341,180,1000
342,1000,404
343,1000,660
344,492,1000
345,528,102
346,745,740
347,1000,1000
348,334,266
349,1000,1000
350,116,1000
351,1000,78
352,504,1000
353,1000,1000
354,1000,1000
355,44,1000
356,1000,492
357,641,340
358,1000,373
359,1000,76
360,1000,626
361,1000,433
362,1000,1000
363,1000,218
364,418,63
365,1000,858
366,1000,26
367,426,467
368,441,1000
369,1000,959
370,1000,1000
371,541,583
372,175,31
373,182,1000
374,1000,1000
375,1000,285
376,10,781
