step,mujoco_step_times,brax_step_times
674,5.888938903808594e-05,
675,5.817413330078125e-05,
676,5.698204040527344e-05,
677,5.602836608886719e-05,
678,5.793571472167969e-05,
679,5.793571472167969e-05,
680,6.508827209472656e-05,
681,5.91278076171875e-05,
682,5.984306335449219e-05,
683,5.8650970458984375e-05,
684,5.7220458984375e-05,
685,5.698204040527344e-05,
686,5.888938903808594e-05,
687,5.888938903808594e-05,
688,5.793571472167969e-05,
689,6.127357482910156e-05,
690,5.793571472167969e-05,
691,5.888938903808594e-05,
692,6.079673767089844e-05,
693,5.817413330078125e-05,
694,5.888938903808594e-05,
695,5.6743621826171875e-05,
696,5.7220458984375e-05,
697,9.012222290039062e-05,
698,0.00023412704467773438,
699,6.413459777832031e-05,
700,5.698204040527344e-05,
701,5.698204040527344e-05,
702,5.984306335449219e-05,
703,5.793571472167969e-05,
704,6.079673767089844e-05,
705,6.079673767089844e-05,
706,6.008148193359375e-05,
707,6.127357482910156e-05,
708,5.793571472167969e-05,
709,5.793571472167969e-05,
710,6.008148193359375e-05,
711,5.984306335449219e-05,
712,5.91278076171875e-05,
713,5.793571472167969e-05,
714,5.7220458984375e-05,
715,6.29425048828125e-05,
716,5.793571472167969e-05,
717,5.817413330078125e-05,
718,6.031990051269531e-05,
719,5.698204040527344e-05,
720,5.698204040527344e-05,
721,5.817413330078125e-05,
722,5.888938903808594e-05,
723,5.698204040527344e-05,
724,6.031990051269531e-05,
725,5.793571472167969e-05,
726,5.793571472167969e-05,
727,5.7697296142578125e-05,
728,5.7220458984375e-05,
729,5.793571472167969e-05,
730,5.793571472167969e-05,
731,5.91278076171875e-05,
732,5.698204040527344e-05,
733,5.6743621826171875e-05,
734,5.7220458984375e-05,
735,5.91278076171875e-05,
736,5.793571472167969e-05,
737,6.079673767089844e-05,
738,5.602836608886719e-05,
739,5.698204040527344e-05,
740,5.698204040527344e-05,
741,5.698204040527344e-05,
742,5.793571472167969e-05,
743,5.888938903808594e-05,
744,5.7220458984375e-05,
745,5.7220458984375e-05,
746,5.6743621826171875e-05,
747,6.008148193359375e-05,
748,5.91278076171875e-05,
749,5.817413330078125e-05,
750,5.698204040527344e-05,
751,5.91278076171875e-05,
752,5.91278076171875e-05,
753,5.698204040527344e-05,
754,5.7697296142578125e-05,
755,5.7220458984375e-05,
756,5.7697296142578125e-05,
757,5.7220458984375e-05,
758,5.888938903808594e-05,
759,5.7220458984375e-05,
760,5.602836608886719e-05,
761,5.888938903808594e-05,
762,5.793571472167969e-05,
763,5.817413330078125e-05,
764,5.698204040527344e-05,
765,5.698204040527344e-05,
766,5.817413330078125e-05,
767,5.888938903808594e-05,
768,5.793571472167969e-05,
769,5.91278076171875e-05,
770,6.699562072753906e-05,
771,5.984306335449219e-05,
772,5.817413330078125e-05,
773,5.817413330078125e-05,
774,5.7697296142578125e-05,
775,6.008148193359375e-05,
776,5.91278076171875e-05,
777,5.817413330078125e-05,
778,5.6743621826171875e-05,
779,5.602836608886719e-05,
780,5.817413330078125e-05,
781,5.698204040527344e-05,
782,5.698204040527344e-05,
783,5.5789947509765625e-05,
784,5.817413330078125e-05,
785,5.91278076171875e-05,
786,5.6743621826171875e-05,
787,5.7220458984375e-05,
788,5.817413330078125e-05,
789,5.888938903808594e-05,
790,5.793571472167969e-05,
791,5.817413330078125e-05,
792,5.817413330078125e-05,
793,5.6743621826171875e-05,
794,5.602836608886719e-05,
795,5.5789947509765625e-05,
796,5.91278076171875e-05,
797,5.626678466796875e-05,
798,5.507469177246094e-05,
799,5.602836608886719e-05,
800,6.103515625e-05,
801,5.6743621826171875e-05,
802,5.698204040527344e-05,
803,5.6743621826171875e-05,
804,5.7220458984375e-05,
805,5.698204040527344e-05,
806,5.5789947509765625e-05,
807,5.698204040527344e-05,
808,5.602836608886719e-05,
809,5.984306335449219e-05,
810,5.602836608886719e-05,
811,5.793571472167969e-05,
812,5.602836608886719e-05,
813,5.602836608886719e-05,
814,5.888938903808594e-05,
815,5.7220458984375e-05,
816,5.7697296142578125e-05,
817,5.6743621826171875e-05,
818,5.91278076171875e-05,
819,5.817413330078125e-05,
820,5.6743621826171875e-05,
821,5.7220458984375e-05,
822,5.6743621826171875e-05,
823,5.793571472167969e-05,
824,5.91278076171875e-05,
825,5.7220458984375e-05,
826,5.7697296142578125e-05,
827,5.91278076171875e-05,
828,5.91278076171875e-05,
